location.district,operation_type.name,property_type,build_area,longitud,latitud,years_old,bathrooms,bedrooms,garages,has_swimming_pool,usd_price
surquillo,Alquilar,departamento,421.0,-77.0138613,-12.116636199999999,5.0,2.0,2.0,1.0,False,850000.0
surquillo,Alquilar,departamento,129.0,-77.01395009999999,-12.1166309,5.0,2.0,2.0,1.0,False,135000.0
los olivos,Comprar,casa,70.0,-77.05587664588013,-11.980816376353712,20.0,2.0,3.0,0.0,False,157000.0
surquillo,Comprar,casa,7.0,-76.99603770038607,-12.11401103564579,20.0,4.0,3.0,2.0,False,57256.219
santiago de surco,Comprar,casa,133.0,-76.99514142364502,-12.159846694030321,16.0,4.0,8.0,2.0,False,235000.0
surquillo,Comprar,casa,118.0,-77.00385945344237,-12.118075360320773,20.0,3.0,4.0,2.0,False,231261.0
san isidro,Alquilar,departamento,240.0,-77.02807209999999,-12.0963327,5.0,5.0,4.0,3.0,False,379000.0
santiago de surco,Alquilar,departamento,77.0,-76.97245761951899,-12.124424044811,8.0,3.0,2.0,2.0,False,58000.0
miraflores,Comprar,departamento,73.0,-77.045104632528,-12.11693010976,0.0,3.0,2.0,2.0,False,126000.0
miraflores,Comprar,departamento,139.0,-77.045173717474,-12.116849057464002,0.0,2.0,3.0,1.0,False,800.0
santiago de surco,Comprar,departamento,80.0,-76.988773,-12.1140114,4.0,4.0,3.0,2.0,False,235.0
san borja,Comprar,departamento,80.0,-77.0105833,-12.1017604,2.0,4.0,3.0,2.0,False,207.539
la molina,Comprar,departamento,70.0,-76.9702835,-12.0725257,3.0,3.0,3.0,2.0,True,39000.0
san isidro,Comprar,departamento,70.0,-77.04313409999999,-12.1047739,45.0,3.0,3.0,1.0,False,39000.0
santiago de surco,Comprar,casa,183.0,-77.01382640000001,-12.1344231,43.0,2.0,4.0,3.0,False,38000.0
santiago de surco,Comprar,departamento,183.0,-76.9747878,-12.1188011,26.0,3.0,3.0,1.0,False,38000.0
santiago de surco,Comprar,departamento,926.0,-76.9781146,-12.1101447,11.0,3.0,3.0,2.0,False,320000.0
la molina,Comprar,casa,240.0,-76.8835562,-12.071273199999998,12.0,5.0,4.0,2.0,True,552000.0
breña,Comprar,departamento,223.0,-77.05291240000001,-12.056992900000001,41.0,1.0,2.0,0.0,False,298000.0
jesus maria,Alquilar,departamento,77.0,-77.04352126228109,-12.075021978372801,1.0,1.0,2.0,1.0,True,415.077
santiago de surco,Comprar,casa,113.0,-76.98006535517419,-12.134778971227504,20.0,3.0,4.0,2.0,False,261000.0
miraflores,Comprar,departamento,79.0,-77.0357963,-12.115886199999998,11.0,2.0,1.0,1.0,False,114103.708
miraflores,Comprar,departamento,80.0,-77.0357867,-12.1179536,9.0,2.0,3.0,1.0,False,104561.819
miraflores,Alquilar,departamento,72.0,-77.0372683,-12.1259076,8.0,3.0,5.0,1.0,False,111291.0
miraflores,Comprar,departamento,72.0,-77.03326960000003,-12.1298795,30.0,3.0,3.0,1.0,False,110527.0
miraflores,Alquilar,departamento,72.0,-77.0337893,-12.125127,30.0,2.0,3.0,2.0,False,107831.0
pueblo libre,Comprar,casa,175.0,-77.05767830000002,-12.068765800000001,47.0,3.0,5.0,1.0,False,369898.611
lima,Alquilar,departamento,77.0,-77.06265510000003,-12.042206199999999,8.0,1.0,3.0,0.0,False,415.077
san borja,Comprar,departamento,108.0,-76.99985440000002,-12.100406900000001,6.0,3.0,3.0,1.0,False,225000.0
chorrillos,Alquilar,departamento,108.0,-77.00827373803709,-12.199543540635894,8.0,2.0,3.0,1.0,False,229000.0
chorrillos,Comprar,casa,77.0,-76.997427,-12.2141087,1.0,5.0,6.0,0.0,True,118319.0
barranco,Comprar,departamento,74.0,-77.02244569999998,-12.1473083,0.0,1.0,1.0,1.0,False,114025.0
chorrillos,Comprar,departamento,74.0,-77.00028980000002,-12.1749968,1.0,1.0,3.0,2.0,False,111562.0
miraflores,Comprar,departamento,74.0,-77.02026120000001,-12.121761099999999,10.0,3.0,3.0,2.0,False,114175.0
santiago de surco,Alquilar,departamento,74.0,-76.9717008,-12.1044759,16.0,3.0,3.0,0.0,False,108841.0
miraflores,Alquilar,departamento,74.0,-77.03926779999998,-12.1113711,8.0,2.0,1.0,0.0,False,111632.0
san miguel,Comprar,departamento,72.0,-77.0855569,-12.0895683,5.0,0.0,0.0,0.0,False,100356.0
san isidro,Alquilar,departamento,72.0,-77.0384308,-12.101558599999999,18.0,1.0,2.0,1.0,False,103897.0
punta hermosa,Comprar,departamento,72.0,-76.82572881464158,-12.338699483255644,4.0,7.0,5.0,2.0,False,89475.965
barranco,Alquilar,departamento,104.0,-77.02222189999998,-12.147378100000001,3.0,2.0,1.0,1.0,True,276057.0
san borja,Alquilar,departamento,104.0,-77.00180440000001,-12.1004168,1.0,0.0,0.0,0.0,False,252691.347
santiago de surco,Comprar,departamento,183.0,-76.98767070000001,-12.1203446,8.0,2.0,2.0,0.0,False,466440.0
santiago de surco,Comprar,departamento,130.0,-76.9764124,-12.1288893,2.0,3.0,3.0,1.0,False,268800.0
san isidro,Comprar,departamento,150.0,-77.0368342,-12.1010334,2.0,2.0,1.0,0.0,False,363000.0
santiago de surco,Comprar,departamento,221.0,-76.97310429999999,-12.1045205,0.0,3.0,3.0,2.0,False,591790.0
santiago de surco,Comprar,departamento,245.0,-76.975803384131,-12.110670609617,9.0,4.0,4.0,2.0,False,650000.0
miraflores,Comprar,departamento,232.0,-77.04475137936095,-12.115705362732374,1.0,3.0,2.0,0.0,False,550000.0
san isidro,Alquilar,departamento,60.0,-77.0458191,-12.099211,1.0,2.0,2.0,2.0,False,132000.0
surquillo,Comprar,departamento,122.0,-77.02807209999999,-12.0963327,2.0,1.0,1.0,0.0,True,370000.0
santiago de surco,Comprar,departamento,272.0,-76.9691092,-12.114642300000002,1.0,5.0,3.0,2.0,False,1000000.0
magdalena,Comprar,departamento,282.0,-77.05626498280337,-12.094582773323665,40.0,2.0,3.0,1.0,False,1150000.0
san borja,Comprar,departamento,290.0,-76.9831644635,-12.106893798,5.0,3.0,3.0,2.0,False,510000.0
miraflores,Alquilar,departamento,68.0,-77.02873309999998,-12.105627899999998,8.0,2.0,1.0,1.0,False,75000.0
barranco,Alquilar,departamento,80.0,-77.0367566,-12.1190038,6.0,2.0,1.0,1.0,False,439.493
barranco,Alquilar,departamento,80.0,-77.0219036,-12.1436699,0.0,2.0,2.0,1.0,False,498.0
san isidro,Comprar,departamento,40.0,-77.04089309999998,-12.0952831,20.0,1.0,1.0,0.0,False,450.0
santiago de surco,Alquilar,departamento,80.0,-76.97102290000001,-12.092213300000001,4.0,3.0,3.0,1.0,False,400.0
san miguel,Comprar,departamento,64.0,-77.0996306,-12.0667031,0.0,2.0,3.0,0.0,False,479.0
san miguel,Comprar,departamento,40.0,-77.0996306,-12.0667031,0.0,2.0,1.0,0.0,False,289.0
san miguel,Comprar,departamento,40.0,-77.0996306,-12.0667031,0.0,2.0,2.0,0.0,False,288.0
san miguel,Comprar,departamento,180.0,-77.0996306,-12.0667031,0.0,2.0,2.0,0.0,False,476.118
santiago de surco,Comprar,departamento,90.0,-76.9720214,-12.087480099999999,20.0,1.0,3.0,1.0,False,561.575
santiago de surco,Alquilar,departamento,50.0,-76.97674740000001,-12.101166000000001,8.0,1.0,3.0,2.0,False,71000.0
miraflores,Alquilar,departamento,135.0,-77.03165279999999,-12.1310142,10.0,3.0,3.0,2.0,False,230000.0
la molina,Alquilar,casa,213.0,-76.8800718,-12.069638000000001,10.0,5.0,6.0,4.0,True,270000.0
miraflores,Alquilar,departamento,167.0,-77.0210393,-12.132961199999999,2.0,1.0,2.0,1.0,False,280000.0
la molina,Comprar,casa,45.0,-76.911726,-12.0749736,14.0,3.0,3.0,5.0,False,550.0
la molina,Comprar,casa,45.0,-76.9529632,-12.091409599999999,8.0,3.0,4.0,3.0,False,550.0
santiago de surco,Comprar,departamento,106.0,-76.9693468,-12.1196767,6.0,4.0,3.0,2.0,False,180000.0
la molina,Comprar,casa,200.0,-76.936937,-12.0695625,22.0,2.0,3.0,2.0,False,370000.0
miraflores,Alquilar,departamento,72.0,-77.0277752,-12.122425999999999,5.0,1.0,2.0,1.0,False,620.0
santiago de surco,Comprar,departamento,540.0,-76.9851309,-12.1164243,8.0,5.0,3.0,2.0,False,936000.0
san isidro,Comprar,departamento,218.0,-77.03114739932248,-12.095195499877008,40.0,2.0,2.0,0.0,False,6500.0
miraflores,Alquilar,departamento,295.0,-77.0211403,-12.1232474,10.0,1.0,1.0,0.0,False,175000.0
san isidro,Alquilar,departamento,139.0,-77.0363718,-12.0949412,12.0,1.0,1.0,1.0,False,730000.0
barranco,Alquilar,departamento,70.0,-77.0261161,-12.1386239,10.0,1.0,1.0,0.0,False,63000.0
ate,Comprar,casa,46.0,-76.88468109999997,-12.0303577,10.0,1.0,2.0,2.0,False,570.0
chaclacayo,Comprar,casa,302.0,-76.76827750000002,-11.994764199999999,10.0,2.0,5.0,2.0,False,500000.0
punta hermosa,Comprar,departamento,83.0,-76.78308670000001,-12.302735,10.0,2.0,2.0,1.0,False,102000.0
barranco,Alquilar,departamento,83.0,-77.01919079999998,-12.1337288,0.0,2.0,2.0,1.0,True,102000.0
san isidro,Alquilar,departamento,60.0,-77.04775595600586,-12.09411332861153,15.0,1.0,1.0,1.0,True,306.0
punta hermosa,Alquilar,departamento,60.0,-76.83428049999998,-12.3269317,8.0,3.0,3.0,2.0,True,268.579
miraflores,Comprar,departamento,75.0,-77.01283195966118,-12.1216430398819,8.0,2.0,3.0,4.0,False,86000.0
santiago de surco,Alquilar,departamento,800.0,-76.98853969573975,-12.112739481198473,9.0,3.0,3.0,2.0,False,1500000.0
punta hermosa,Alquilar,departamento,180.0,-76.78308670000001,-12.302735,8.0,3.0,3.0,2.0,True,2500.0
miraflores,Comprar,casa,120.0,-77.00824710370482,-12.131018714160971,31.0,3.0,4.0,4.0,False,277200.0
santiago de surco,Alquilar,departamento,120.0,-76.96614190000001,-12.1071796,5.0,2.0,2.0,1.0,False,277200.0
santiago de surco,Comprar,departamento,120.0,-76.97689257857358,-12.117360159572653,7.0,3.0,3.0,3.0,False,277200.0
miraflores,Alquilar,departamento,120.0,-76.9702470302582,-12.099039221491553,12.0,2.0,3.0,1.0,False,291060.0
santiago de surco,Comprar,departamento,120.0,-76.98853969573975,-12.112739481198473,9.0,3.0,3.0,2.0,False,277200.0
santiago de surco,Alquilar,casa,120.0,-76.98384770000001,-12.121832000000001,10.0,3.0,3.0,2.0,True,327000.0
santiago de surco,Comprar,casa,230.0,-76.96495959999999,-12.1131426,10.0,5.0,4.0,2.0,False,575000.0
miraflores,Comprar,casa,230.0,-77.00605390000001,-12.1230295,40.0,3.0,0.0,1.0,False,563500.0
barranco,Alquilar,departamento,237.0,-77.01718004966811,-12.138632400795428,3.0,2.0,2.0,0.0,False,580650.0
san martin de porres,Alquilar,casa,179.0,-77.05155690000001,-12.020477,30.0,1.0,3.0,1.0,False,411700.0
los olivos,Alquilar,departamento,113.0,-77.08029319919738,-11.968805423493388,2.0,1.0,2.0,0.0,False,221000.0
lince,Alquilar,departamento,114.0,-77.0290588,-12.090558,6.0,2.0,2.0,0.0,False,244650.0
santa maria del mar,Alquilar,departamento,114.0,-76.77787463068847,-12.412127343016365,10.0,3.0,4.0,2.0,False,245700.0
los olivos,Comprar,casa,114.0,-77.07511971877352,-11.956871346472349,12.0,3.0,0.0,1.0,False,258700.0
miraflores,Comprar,departamento,114.0,-77.0391941,-12.1191991,13.0,2.0,3.0,1.0,False,230000.0
miraflores,Alquilar,departamento,114.0,-77.0391941,-12.1191991,13.0,2.0,3.0,1.0,False,228000.0
miraflores,Comprar,departamento,119.0,-77.0391941,-12.1191991,13.0,2.0,3.0,1.0,False,275100.0
santiago de surco,Alquilar,departamento,119.0,-76.978445,-12.098630499999999,7.0,3.0,3.0,2.0,False,275100.0
los olivos,Comprar,casa,119.0,-77.08285822380373,-11.956114799437378,15.0,3.0,4.0,1.0,False,275100.0
comas,Comprar,departamento,119.0,-77.0543572,-11.9344614,0.0,1.0,3.0,0.0,False,275100.0
chorrillos,Alquilar,departamento,122.0,-77.0104297,-12.2029901,20.0,2.0,3.0,0.0,False,268000.0
lince,Alquilar,departamento,122.0,-77.0363041,-12.079533900000001,4.0,2.0,3.0,1.0,False,281400.0
san isidro,Comprar,departamento,122.0,-77.04658397553021,-12.09811858885587,2.0,3.0,3.0,0.0,True,281400.0
lima,Alquilar,departamento,122.0,-77.07439420000003,-12.056606,2.0,1.0,2.0,0.0,False,295470.0
miraflores,Comprar,departamento,99.0,-77.033686,-12.118921,2.0,3.0,2.0,1.0,True,191549.0
santiago de surco,Alquilar,casa,48.0,-76.96949899046021,-12.108920581538957,30.0,3.0,5.0,2.0,False,680.0
la molina,Alquilar,departamento,287.0,-76.9472207,-12.073624,10.0,2.0,3.0,1.0,False,800000.0
santiago de surco,Alquilar,departamento,120.0,-76.99292309999998,-12.1222538,6.0,3.0,3.0,1.0,False,667000.0
miraflores,Alquilar,departamento,88.0,-77.02956632750856,-12.131741023345954,29.0,3.0,2.0,1.0,False,130000.0
lince,Alquilar,departamento,330.0,-77.04080309999998,-12.0851996,1.0,1.0,1.0,0.0,False,560000.0
barranco,Comprar,departamento,130.0,-77.0209441,-12.1353841,0.0,3.0,3.0,1.0,False,255000.0
pueblo libre,Alquilar,departamento,73.0,-77.05838440000001,-12.078959199999998,5.0,1.0,1.0,0.0,False,182000.0
santiago de surco,Alquilar,departamento,250.0,-76.97744909999999,-12.1281954,7.0,3.0,3.0,1.0,False,1950.0
miraflores,Alquilar,departamento,89.0,-77.0458841,-12.111618199999999,7.0,4.0,2.0,2.0,False,1000.0
cieneguilla,Comprar,casa,120.0,-76.75360081065674,-12.142343644477966,1.0,3.0,3.0,5.0,True,48000.0
lince,Alquilar,departamento,73.0,-77.02937209999999,-12.085130699999999,6.0,2.0,0.0,0.0,False,130000.0
la molina,Comprar,casa,61.0,-76.92656029999998,-12.088432199999998,10.0,3.0,4.0,6.0,False,38000.0
santiago de surco,Comprar,casa,60.0,-76.9727856,-12.1178939,5.0,2.0,4.0,2.0,False,600.0
pueblo libre,Comprar,departamento,92.0,-77.0636356,-12.0698727,1.0,3.0,2.0,0.0,False,600.0
pueblo libre,Comprar,departamento,80.0,-77.0636356,-12.0698727,1.0,3.0,2.0,0.0,False,700.0
santiago de surco,Comprar,departamento,78.0,-76.98277589999998,-12.1286655,30.0,2.0,3.0,2.0,False,800.0
santiago de surco,Alquilar,departamento,227.0,-76.9833043,-12.112244300000002,12.0,2.0,3.0,2.0,False,1840.0
pueblo libre,Comprar,departamento,947.0,-77.0636356,-12.0698727,1.0,3.0,2.0,0.0,False,8.0
pueblo libre,Comprar,departamento,90.0,-77.0636356,-12.0698727,1.0,3.0,2.0,0.0,False,800.0
pueblo libre,Comprar,departamento,200.0,-77.0636356,-12.0698727,1.0,2.0,2.0,0.0,False,550000.0
pueblo libre,Comprar,departamento,984.0,-77.0636356,-12.0698727,1.0,2.0,2.0,0.0,False,3100000.0
miraflores,Alquilar,departamento,55.0,-77.02600734549058,-12.126741874998055,22.0,1.0,1.0,2.0,False,850.0
santiago de surco,Alquilar,departamento,95.0,-76.995327,-12.114817500000001,15.0,1.0,1.0,0.0,False,800.0
santiago de surco,Comprar,departamento,160.0,-76.99568959999998,-12.1413645,12.0,3.0,4.0,1.0,False,330000.0
san isidro,Alquilar,departamento,90.0,-77.0418797,-12.095651,4.0,4.0,2.0,2.0,False,750.0
los olivos,Comprar,departamento,90.0,-77.08501171062011,-11.996420576242256,4.0,2.0,4.0,0.0,False,750.0
los olivos,Comprar,departamento,1200.0,-77.0838959116699,-11.996756400819828,4.0,2.0,0.0,0.0,False,1000000.0
san martin de porres,Comprar,departamento,72.0,-77.08827133079683,-11.996073458007045,0.0,2.0,4.0,0.0,False,950.0
los olivos,Comprar,departamento,123.0,-77.08659581822491,-11.996307907051518,4.0,3.0,4.0,0.0,False,320000.0
jesus maria,Comprar,departamento,287.0,-77.0417741,-12.080059599999998,55.0,0.0,0.0,0.0,False,400000.0
santiago de surco,Comprar,departamento,1000.0,-76.9763443,-12.1160997,14.0,3.0,3.0,2.0,False,20150.0
san isidro,Alquilar,departamento,100.0,-77.0302361,-12.0927009,40.0,2.0,2.0,1.0,False,750.0
santiago de surco,Alquilar,departamento,100.0,-76.97758470000001,-12.131518699999999,20.0,1.0,1.0,0.0,False,1600.0
barranco,Alquilar,departamento,456.0,-77.0225488,-12.1365825,0.0,2.0,2.0,1.0,True,790000.0
santiago de surco,Alquilar,departamento,157.0,-76.9821887,-12.1180839,4.0,3.0,4.0,3.0,False,630000.0
santiago de surco,Comprar,departamento,98.0,-76.96910919999998,-12.114642300000002,0.0,3.0,3.0,2.0,False,1500.0
san borja,Comprar,departamento,90.0,-76.9947088,-12.095444300000002,8.0,3.0,3.0,3.0,False,560.0
chorrillos,Comprar,casa,618.0,-76.997427,-12.2141087,1.0,4.0,3.0,4.0,True,1168482.0
la molina,Alquilar,casa,103.0,-76.9310481,-12.0861576,19.0,5.0,4.0,5.0,True,160000.0
la molina,Comprar,casa,103.0,-76.9140970558197,-12.08341200990868,22.0,3.0,3.0,2.0,True,160000.0
san isidro,Alquilar,departamento,156.0,-77.04005956649779,-12.093542135762586,20.0,2.0,2.0,1.0,True,345000.0
san miguel,Comprar,departamento,56.0,-77.1008015,-12.0747552,23.0,1.0,3.0,2.0,False,90000.0
santiago de surco,Comprar,departamento,170.0,-76.9752457,-12.1230948,2.0,4.0,3.0,2.0,False,1500.0
barranco,Comprar,departamento,170.0,-77.024723,-12.1382807,1.0,2.0,1.0,1.0,False,1500.0
chorrillos,Comprar,departamento,90.0,-77.0057776,-12.174291199999999,4.0,2.0,2.0,0.0,False,145000.0
santiago de surco,Comprar,departamento,141.0,-76.99668761020601,-12.110025777046001,1.0,5.0,4.0,2.0,True,290000.0
barranco,Comprar,departamento,85.0,-77.02490209999999,-12.1433045,2.0,4.0,3.0,2.0,False,145000.0
punta hermosa,Comprar,departamento,180.0,-76.83627940000001,-12.3157327,3.0,2.0,5.0,2.0,True,280000.0
santiago de surco,Comprar,departamento,180.0,-76.9749974,-12.127158300000001,2.0,4.0,3.0,2.0,False,280000.0
surquillo,Comprar,departamento,189.0,-76.9982768,-12.1124415,9.0,4.0,3.0,1.0,False,200000.0
comas,Alquilar,departamento,100.0,-77.05644709999999,-11.9340625,1.0,1.0,2.0,0.0,False,500.0
santiago de surco,Comprar,departamento,100.0,-76.9738541,-12.129451800000002,2.0,4.0,2.0,2.0,False,500.0
miraflores,Comprar,departamento,100.0,-77.026707,-12.1220962,1.0,2.0,2.0,2.0,False,600.0
pueblo libre,Comprar,departamento,100.0,-77.0636356,-12.0698727,1.0,3.0,2.0,0.0,False,600.0
pueblo libre,Comprar,departamento,130.0,-77.0636356,-12.0698727,1.0,3.0,2.0,0.0,False,800.0
san isidro,Comprar,departamento,75.0,-77.04693117943954,-12.098905463079912,0.0,3.0,3.0,0.0,True,103000.0
san isidro,Comprar,departamento,62.0,-77.04706677315289,-12.098915869458626,2.0,3.0,3.0,0.0,True,49000.0
san borja,Comprar,departamento,75.0,-76.98665909999998,-12.108758300000002,1.0,3.0,3.0,0.0,True,93000.0
san borja,Comprar,departamento,47.0,-76.98665909999998,-12.108758300000002,1.0,3.0,3.0,0.0,True,750.0
san isidro,Comprar,departamento,225.0,-77.03792413439328,-12.100841122519427,1.0,3.0,3.0,0.0,True,488353.0
miraflores,Comprar,departamento,97.0,-77.04110842167836,-12.1154390332705,2.0,2.0,3.0,2.0,False,950.0
pueblo libre,Comprar,departamento,280.0,-77.0636356,-12.0698727,1.0,3.0,2.0,0.0,False,648000.0
pueblo libre,Comprar,departamento,340.0,-77.0636356,-12.0698727,1.0,3.0,2.0,0.0,False,1480000.0
la molina,Comprar,casa,80.0,-76.9170106,-12.076746,32.0,5.0,4.0,2.0,True,68121.471
san martin de porres,Comprar,casa,101.0,-77.09213969999998,-12.0333473,1.0,2.0,3.0,0.0,False,1100.0
villa el salvador,Comprar,departamento,101.0,-76.91568829999999,-12.2427528,2.0,1.0,3.0,0.0,False,1100.0
san borja,Comprar,departamento,150.0,-76.9803908614,-12.101509531600001,10.0,2.0,3.0,2.0,False,1350.0
san borja,Comprar,departamento,127.0,-76.9803908614,-12.101509531600001,10.0,2.0,3.0,2.0,False,250000.0
lince,Comprar,departamento,85.0,-77.041877,-12.089682,10.0,2.0,2.0,1.0,False,240000.0
miraflores,Comprar,departamento,85.0,-77.03947953754266,-12.123371647225571,12.0,2.0,2.0,1.0,False,240000.0
san isidro,Comprar,departamento,50.0,-77.04178625660704,-12.096559951289432,9.0,3.0,3.0,2.0,False,450.0
santiago de surco,Comprar,departamento,200.0,-76.9829927060822,-12.112264104338436,18.0,4.0,4.0,4.0,False,620000.0
lima,Comprar,departamento,128.0,-77.119186,-12.0755103,0.0,2.0,3.0,0.0,False,800.0
surquillo,Alquilar,departamento,83.0,-77.0168276199756,-12.11945020847064,3.0,1.0,1.0,1.0,False,643.0
miraflores,Alquilar,departamento,45.0,-77.02306537883607,-12.127430033703229,40.0,2.0,3.0,1.0,False,590.0
pueblo libre,Alquilar,departamento,45.0,-77.07096159999998,-12.0680264,1.0,1.0,2.0,0.0,False,590.0
san isidro,Comprar,departamento,84.0,-77.04450809999999,-12.1074008,24.0,3.0,3.0,2.0,False,145000.0
san isidro,Alquilar,departamento,63.0,-77.0298889,-12.0974739,7.0,3.0,2.0,1.0,False,100000.0
miraflores,Comprar,departamento,160.0,-77.0295046,-12.1316314,2.0,2.0,3.0,2.0,False,120000.0
san borja,Comprar,departamento,180.0,-76.98251634029646,-12.104616482706758,1.0,2.0,3.0,2.0,False,2100.0
santiago de surco,Comprar,departamento,45.0,-76.97984759602679,-12.110642000000004,11.0,3.0,3.0,2.0,False,145000.0
miraflores,Comprar,departamento,112.0,-77.01404078024706,-12.12189092361448,1.0,4.0,4.0,3.0,True,35000.0
san borja,Comprar,departamento,90.0,-76.98768278790396,-12.109804210507214,1.0,4.0,3.0,2.0,False,110000.0
miraflores,Comprar,departamento,90.0,-77.01392821128745,-12.121848801246813,1.0,3.0,3.0,3.0,False,110000.0
miraflores,Alquilar,departamento,67.0,-77.01892070000001,-12.1268276,5.0,3.0,3.0,2.0,False,78000.0
la molina,Comprar,casa,67.0,-77.02807209999999,-12.0963327,7.0,5.0,4.0,3.0,True,78000.0
santiago de surco,Comprar,departamento,217.0,-76.97207237301637,-12.08686207547293,8.0,2.0,4.0,2.0,True,1540.0
santiago de surco,Comprar,departamento,217.0,-76.95987739841006,-12.081954124369245,22.0,5.0,4.0,2.0,True,1540.0
santiago de surco,Comprar,departamento,60.0,-76.96177089999998,-12.085127900000002,7.0,6.0,4.0,3.0,True,800.0
miraflores,Alquilar,departamento,55.0,-77.0357963,-12.115886199999998,20.0,1.0,1.0,1.0,False,550.0
santiago de surco,Comprar,casa,55.0,-76.98066700000001,-12.1243687,21.0,4.0,3.0,2.0,True,850.0
santiago de surco,Comprar,departamento,76.0,-76.98513840000001,-12.116431599999999,2.0,7.0,5.0,2.0,False,950.0
miraflores,Alquilar,departamento,509.0,-77.0210393,-12.132961199999999,6.0,1.0,1.0,1.0,False,1400000.0
miraflores,Alquilar,departamento,74.0,-77.03242979999999,-12.1058158,8.0,3.0,3.0,1.0,False,200000.0
chorrillos,Comprar,departamento,74.0,-77.01903430000002,-12.1717194,0.0,2.0,3.0,1.0,False,200000.0
santiago de surco,Comprar,departamento,528.0,-77.0068515,-12.1327728,0.0,2.0,3.0,2.0,False,9000.0
magdalena,Alquilar,departamento,158.0,-77.0731084841633,-12.085875362817626,20.0,1.0,1.0,0.0,False,330000.0
surquillo,Comprar,departamento,123.0,-77.02246389999998,-12.1074479,1.0,3.0,3.0,2.0,False,295200.0
surquillo,Comprar,departamento,100.0,-76.99763047187501,-12.11370984483702,0.0,2.0,2.0,1.0,False,110000.0
la molina,Alquilar,departamento,297.0,-76.9480872,-12.0627742,15.0,3.0,2.0,1.0,False,2000.0
santiago de surco,Alquilar,departamento,93.0,-76.96321280000001,-12.1019355,6.0,2.0,3.0,2.0,False,659.24
santiago de surco,Comprar,casa,100.0,-77.00273990000001,-12.1378865,32.0,4.0,5.0,2.0,False,1300.0
miraflores,Comprar,departamento,78.0,-77.02187414050599,-12.131181513439788,20.0,3.0,4.0,1.0,False,415.077
magdalena,Comprar,departamento,90.0,-77.0313812,-12.1180059,3.0,2.0,3.0,1.0,False,1020.0
miraflores,Comprar,departamento,78.0,-77.026707,-12.1220962,1.0,3.0,3.0,2.0,False,119000.0
magdalena,Comprar,departamento,225.0,-77.0613677,-12.098137699999999,0.0,2.0,2.0,1.0,False,800.0
santiago de surco,Comprar,departamento,80.0,-76.99668761020601,-12.110025777046001,1.0,5.0,4.0,2.0,True,330.0
chorrillos,Comprar,departamento,80.0,-77.02294570000001,-12.1577972,0.0,2.0,1.0,1.0,False,292.996
miraflores,Alquilar,departamento,360.0,-77.03336750000001,-12.111180099999999,5.0,2.0,1.0,1.0,False,1300.0
barranco,Comprar,departamento,128.0,-77.0224259,-12.143417900000001,1.0,2.0,1.0,0.0,False,800.0
san borja,Comprar,departamento,128.0,-77.0034223,-12.0882977,0.0,4.0,3.0,2.0,False,800.0
santiago de surco,Comprar,departamento,200.0,-76.9738541,-12.129451800000002,2.0,2.0,1.0,2.0,False,2000.0
miraflores,Comprar,departamento,26.0,-77.02757009999998,-12.135645599999998,2.0,2.0,3.0,1.0,False,282.0
barranco,Alquilar,departamento,67.0,-77.02342199999998,-12.1401742,1.0,1.0,1.0,1.0,True,415.077
santiago de surco,Alquilar,departamento,160.0,-77.00460486170816,-12.138674173337336,20.0,2.0,2.0,1.0,False,260000.0
san isidro,Alquilar,departamento,300.0,-77.0268883,-12.0924987,9.0,2.0,2.0,1.0,False,750000.0
santiago de surco,Comprar,departamento,116.0,-76.98249799999999,-12.0764731,5.0,3.0,3.0,2.0,True,125000.0
san borja,Alquilar,departamento,250.0,-76.98021920000001,-12.1033978,2.0,3.0,2.0,2.0,False,751800.0
santiago de surco,Comprar,casa,250.0,-76.98706363677061,-12.137817634730132,21.0,4.0,4.0,2.0,False,751800.0
santiago de surco,Alquilar,departamento,250.0,-76.95923801824647,-12.081148099527569,6.0,4.0,2.0,2.0,True,751800.0
san isidro,Alquilar,departamento,400.0,-77.04093567193367,-12.104012760735968,10.0,4.0,3.0,3.0,False,980000.0
santiago de surco,Comprar,departamento,280.0,-76.98584952486874,-12.108637165163634,12.0,4.0,2.0,2.0,False,890000.0
surquillo,Comprar,departamento,811.0,-77.02302561324461,-12.105352994473984,0.0,2.0,2.0,1.0,False,8162.0
la molina,Comprar,casa,860.0,-76.91299396777346,-12.103462934571375,20.0,3.0,4.0,0.0,False,8300.0
la molina,Comprar,casa,68.0,-76.9895922,-12.144977,14.0,2.0,4.0,4.0,False,2800.0
lima,Comprar,departamento,50.0,-77.0691701,-12.048902400000001,6.0,2.0,3.0,0.0,False,1090.0
santiago de surco,Comprar,departamento,220.0,-76.9672587,-12.1058158,10.0,5.0,4.0,1.0,False,1800.0
san martin de porres,Comprar,departamento,182.0,-77.08825523754274,-11.996041974390929,4.0,2.0,4.0,0.0,False,683.656
los olivos,Comprar,departamento,96.0,-77.07994769999998,-11.995413099999999,4.0,2.0,4.0,0.0,False,585.991
los olivos,Comprar,departamento,42.0,-77.08798587304688,-11.995751696442444,4.0,2.0,4.0,0.0,False,341.828
santiago de surco,Comprar,departamento,170.0,-76.98182840000001,-12.1158391,5.0,4.0,3.0,2.0,False,1100.0
santiago de surco,Alquilar,departamento,170.0,-76.97834759999999,-12.1176555,8.0,2.0,3.0,2.0,False,1000.0
