location.district,operation_type.name,property_type,build_area,longitud,latitud,years_old,bathrooms,bedrooms,garages,has_swimming_pool,usd_price
miraflores,Alquilar,departamento,731.0,-77.02941249999998,-12.125507,8.0,1.0,1.0,2.0,False,2194170.0
miraflores,Alquilar,departamento,130.0,-77.0289928,-12.1305132,10.0,1.0,1.0,1.0,False,351000.0
santiago de surco,Alquilar,departamento,265.0,-76.940276,-12.0560574,20.0,2.0,3.0,2.0,False,1085000.0
miraflores,Alquilar,departamento,242.0,-77.01289709999999,-12.1233189,8.0,2.0,3.0,2.0,False,753000.0
magdalena,Alquilar,departamento,255.0,-77.05582022666931,-12.091716742605676,8.0,2.0,3.0,0.0,False,716300.0
san isidro,Alquilar,departamento,300.0,-77.0564235779,-12.0967295889,13.0,3.0,3.0,1.0,False,480000.0
miraflores,Alquilar,departamento,180.0,-77.02215770000001,-12.1243552,11.0,2.0,2.0,0.0,False,577000.0
miraflores,Alquilar,departamento,300.0,-77.01975689999998,-12.121036300000002,6.0,1.0,1.0,0.0,False,1350000.0
santiago de surco,Comprar,departamento,205.0,-76.9693468,-12.1196767,16.0,3.0,3.0,2.0,False,728211.0
miraflores,Alquilar,departamento,150.0,-77.02606000952454,-12.12410674872519,11.0,2.0,2.0,1.0,False,477140.0
santiago de surco,Comprar,casa,99.0,-76.99619745472201,-12.161079327532,17.0,4.0,5.0,2.0,False,195000.0
san borja,Comprar,departamento,309.0,-77.000071634613,-12.091574634106,0.0,3.0,1.0,2.0,False,1300000.0
san borja,Comprar,departamento,174.0,-77.00001794351653,-12.09157980949569,0.0,2.0,2.0,1.0,False,540020.0
san isidro,Comprar,casa,137.0,-77.05676174054489,-12.105250637127993,53.0,4.0,5.0,8.0,False,353000.0
miraflores,Alquilar,departamento,196.0,-77.00539509999999,-12.126123800000002,15.0,1.0,1.0,1.0,False,1700.0
santiago de surco,Alquilar,casa,63.0,-76.96738239999998,-12.0893878,10.0,4.0,5.0,3.0,False,680.0
la molina,Comprar,casa,148.0,-76.960753,-12.0695908,20.0,4.0,3.0,2.0,True,2000.0
san isidro,Alquilar,departamento,85.0,-77.02807209999999,-12.0963327,23.0,1.0,1.0,0.0,False,900.0
lince,Alquilar,departamento,110.0,-77.0394194,-12.081388,3.0,2.0,3.0,1.0,False,239000.0
jesus maria,Alquilar,casa,260.0,-77.05066029999998,-12.083629,30.0,4.0,7.0,0.0,False,2700.0
jesus maria,Alquilar,departamento,217.0,-77.0478031285478,-12.080367981072829,2.0,2.0,2.0,1.0,True,2700.0
santiago de surco,Comprar,departamento,234.0,-76.9562727212906,-12.10936693269748,6.0,2.0,3.0,1.0,False,710947.0
san isidro,Alquilar,departamento,624.0,-77.04605086563721,-12.092351842724456,40.0,2.0,3.0,1.0,False,7500.0
san isidro,Comprar,departamento,624.0,-77.04029694682009,-12.095687495956707,6.0,2.0,3.0,2.0,False,7500.0
san isidro,Comprar,departamento,95.0,-77.04605086563721,-12.092351842724456,40.0,2.0,3.0,1.0,False,1100.0
jesus maria,Alquilar,departamento,640.0,-77.05761179999998,-12.090025500000001,0.0,2.0,3.0,0.0,True,1300000.0
san miguel,Alquilar,departamento,640.0,-77.09900040000001,-12.084433,2.0,1.0,1.0,1.0,True,1300000.0
santiago de surco,Comprar,departamento,40.0,-76.99192359999998,-12.1243974,0.0,4.0,4.0,2.0,False,1400.0
miraflores,Comprar,departamento,200.0,-77.01142490000001,-12.126594099999998,2.0,3.0,3.0,3.0,False,1990.0
jesus maria,Comprar,departamento,672.0,-77.04835,-12.073795099999998,58.0,1.0,2.0,0.0,False,1350000.0
miraflores,Comprar,departamento,672.0,-77.01289709999999,-12.1233189,2.0,4.0,3.0,4.0,False,1350000.0
santiago de surco,Comprar,departamento,672.0,-76.98177989999998,-12.1146755,18.0,2.0,3.0,2.0,False,1350000.0
santiago de surco,Comprar,departamento,123.0,-76.9664138,-12.081588499999999,2.0,4.0,4.0,3.0,False,307500.0
miraflores,Comprar,casa,400.0,-77.0054533,-12.1261173,30.0,3.0,3.0,2.0,True,680000.0
santiago de surco,Comprar,departamento,400.0,-76.97951215554214,-12.112827078559974,0.0,2.0,3.0,2.0,False,680000.0
la molina,Comprar,casa,1000.0,-76.92610519198692,-12.092579847671235,25.0,4.0,6.0,4.0,True,20150.0
santiago de surco,Comprar,departamento,1600.0,-76.98409712657178,-12.116979478904007,1.0,3.0,3.0,2.0,False,18000.0
santiago de surco,Comprar,departamento,1600.0,-76.97951215554214,-12.112827078559974,0.0,3.0,3.0,2.0,False,18000.0
santiago de surco,Comprar,departamento,52.0,-76.97108233547362,-12.130442768669994,0.0,2.0,3.0,2.0,True,700.0
miraflores,Comprar,casa,67.0,-77.02037482009888,-12.123466701372573,3.0,3.0,3.0,3.0,False,125000.0
santiago de surco,Comprar,departamento,160.0,-76.98182840000001,-12.1158391,10.0,2.0,3.0,2.0,False,300000.0
santiago de surco,Alquilar,departamento,290.0,-76.9894258836112,-12.118579453695707,12.0,2.0,3.0,1.0,False,430000.0
santiago de surco,Comprar,departamento,150.0,-76.97951215554214,-12.112827078559974,0.0,3.0,3.0,2.0,False,1400.0
santiago de surco,Comprar,departamento,255.0,-76.97124574008943,-12.12635944975477,2.0,2.0,3.0,2.0,True,1025000.0
magdalena,Comprar,departamento,240.0,-77.0636536,-12.0918343,2.0,2.0,2.0,1.0,False,2500.0
miraflores,Alquilar,departamento,120.0,-77.02964999999998,-12.128737199999998,8.0,2.0,3.0,1.0,False,1500.0
santiago de surco,Comprar,departamento,55.0,-77.02807209999999,-12.0963327,5.0,2.0,3.0,2.0,False,800.0
santiago de surco,Comprar,departamento,55.0,-76.9862035,-12.124085000000001,25.0,3.0,3.0,1.0,False,630.0
santiago de surco,Comprar,departamento,55.0,-76.9862035,-12.124085000000001,25.0,3.0,3.0,1.0,False,680.0
jesus maria,Alquilar,casa,465.0,-77.05028929999999,-12.072969800000001,40.0,2.0,2.0,0.0,False,700000.0
santiago de surco,Alquilar,departamento,55.0,-76.9814871,-12.1291412,9.0,2.0,3.0,2.0,False,630.0
miraflores,Alquilar,departamento,55.0,-77.0389783,-12.1171017,8.0,2.0,2.0,1.0,False,850.0
miraflores,Comprar,departamento,150.0,-77.03034749999999,-12.110615199999998,26.0,2.0,2.0,1.0,False,1400.0
miraflores,Alquilar,departamento,150.0,-77.03165279999999,-12.1310142,20.0,2.0,3.0,1.0,True,1400.0
chorrillos,Comprar,casa,200.0,-76.9922132,-12.220555000000001,8.0,3.0,3.0,3.0,True,300000.0
san isidro,Comprar,departamento,60.0,-77.05045729999999,-12.0967078,1.0,2.0,2.0,1.0,False,700.0
san miguel,Alquilar,departamento,144.0,-77.09442320000001,-12.062287800000002,1.0,2.0,2.0,0.0,False,310000.0
san miguel,Alquilar,departamento,184.0,-77.09260139999998,-12.0821375,5.0,2.0,3.0,1.0,False,402323.0
barranco,Alquilar,departamento,316.0,-77.0283414878662,-12.118255512676438,0.0,1.0,2.0,0.0,False,660000.0
magdalena,Alquilar,departamento,89.0,-77.06097890000001,-12.0887142,3.0,1.0,1.0,1.0,False,512.742
magdalena,Alquilar,departamento,40.0,-77.06097890000001,-12.0887142,3.0,1.0,1.0,1.0,False,415.077
miraflores,Alquilar,departamento,72.0,-77.03603740000001,-12.119786300000001,0.0,2.0,3.0,2.0,False,75000.0
miraflores,Alquilar,departamento,40.0,-77.03603709999999,-12.119786300000001,0.0,3.0,3.0,2.0,False,390.661
breña,Comprar,departamento,75.0,-77.0488433,-12.0607664,11.0,2.0,3.0,2.0,False,415.077
barranco,Alquilar,departamento,85.0,-77.02450929999998,-12.140571099999999,3.0,1.0,1.0,1.0,False,415.077
san isidro,Comprar,departamento,136.0,-77.0376828,-12.102975599999999,5.0,3.0,3.0,2.0,False,98000.0
breña,Comprar,departamento,300.0,-77.0570178,-12.0591312,5.0,2.0,2.0,0.0,False,680000.0
santiago de surco,Alquilar,departamento,321.0,-76.99229749999998,-12.134323199999999,15.0,2.0,3.0,1.0,False,3500.0
lima,Alquilar,departamento,134.0,-77.08034564229735,-12.053087868186552,40.0,1.0,2.0,0.0,False,240000.0
lince,Comprar,departamento,144.0,-77.042457,-12.084672900000001,7.0,2.0,3.0,1.0,False,325000.0
punta hermosa,Alquilar,casa,264.0,-76.847411,-12.3065136,12.0,6.0,6.0,4.0,False,3200.0
santiago de surco,Alquilar,departamento,50.0,-76.98982109999999,-12.1244082,20.0,3.0,3.0,1.0,False,80000.0
san isidro,Alquilar,departamento,158.0,-77.03030090000001,-12.098550900000001,5.0,1.0,1.0,0.0,False,218000.0
san isidro,Alquilar,departamento,60.0,-77.02807209999999,-12.0963327,1.0,1.0,1.0,1.0,False,463.91
santiago de surco,Comprar,departamento,157.0,-76.95720468219058,-12.10818011681278,16.0,2.0,3.0,1.0,False,1300.0
la molina,Alquilar,departamento,157.0,-76.90240111979067,-12.08958749931648,5.0,1.0,1.0,0.0,False,1300.0
san borja,Alquilar,departamento,100.0,-76.99811532537842,-12.106672840737565,5.0,2.0,2.0,0.0,False,850.0
chorrillos,Alquilar,departamento,384.0,-77.0240668,-12.1585923,10.0,1.0,1.0,1.0,False,699000.0
la molina,Alquilar,departamento,60.0,-76.90237540000001,-12.089515400000002,10.0,1.0,2.0,0.0,False,600.0
santiago de surco,Comprar,departamento,60.0,-76.97280747777103,-12.091389077875915,20.0,3.0,3.0,1.0,False,630.0
san borja,Alquilar,departamento,1082.0,-76.99788940740966,-12.106545963666349,10.0,2.0,2.0,0.0,False,1150000.0
santiago de surco,Comprar,departamento,384.0,-76.98060765498656,-12.114487350301106,19.0,3.0,4.0,2.0,False,800000.0
miraflores,Alquilar,departamento,11.0,-77.02804669999998,-12.126575,15.0,1.0,2.0,1.0,False,54000.0
magdalena,Comprar,departamento,36.0,-77.06086880912324,-12.097345662366376,1.0,2.0,3.0,1.0,False,70000.0
santiago de surco,Comprar,departamento,70.0,-76.98325767749327,-12.11426706216197,0.0,3.0,3.0,2.0,False,45000.0
santiago de surco,Comprar,departamento,110.0,-76.98350444072264,-12.112116620778835,0.0,3.0,3.0,2.0,True,683.656
miraflores,Comprar,departamento,40.0,-77.01005359999999,-12.1161201,5.0,3.0,3.0,2.0,False,300.0
miraflores,Alquilar,departamento,376.0,-77.02450811862946,-12.134798988213694,3.0,1.0,1.0,2.0,True,784500.0
san miguel,Comprar,departamento,188.0,-77.09150890000001,-12.0807046,7.0,2.0,3.0,2.0,False,356000.0
barranco,Comprar,departamento,117.0,-77.0221186,-12.1411508,5.0,3.0,3.0,2.0,False,170000.0
barranco,Comprar,departamento,101.0,-77.0221186,-12.1411508,5.0,3.0,3.0,2.0,False,253441.172
la molina,Comprar,casa,43.0,-76.913008741016,-12.075319743943998,11.0,3.0,4.0,2.0,True,558.0
santiago de surco,Comprar,departamento,150.0,-76.96862889933624,-12.101482163396636,5.0,3.0,3.0,2.0,True,330000.0
miraflores,Alquilar,departamento,46.0,-77.02347191923792,-12.130091312012745,10.0,1.0,1.0,1.0,False,140900.0
santiago de surco,Comprar,departamento,46.0,-77.01064168118539,-12.137612701839615,15.0,2.0,3.0,1.0,False,140900.0
miraflores,Alquilar,departamento,183.0,-77.02377067296699,-12.129567701077,9.0,2.0,1.0,0.0,False,525700.0
santiago de surco,Alquilar,departamento,183.0,-98.29095866613159,26.0296171225915,10.0,4.0,2.0,2.0,False,525700.0
santiago de surco,Alquilar,departamento,176.0,-76.9568816,-12.1076048,7.0,1.0,3.0,1.0,False,398500.0
pueblo libre,Comprar,departamento,176.0,-77.06004080472411,-12.080344413035645,40.0,4.0,2.0,0.0,False,398500.0
santiago de surco,Alquilar,departamento,147.0,-76.97328931586912,-12.097610203426877,5.0,3.0,3.0,1.0,True,219750.0
surquillo,Comprar,departamento,147.0,-77.01162190000001,-12.1155559,0.0,3.0,3.0,1.0,False,219750.0
santiago de surco,Comprar,departamento,45.0,-76.9807562,-12.116606599999999,18.0,3.0,3.0,2.0,False,103103.0
san isidro,Alquilar,departamento,45.0,-77.0384308,-12.101558599999999,12.0,2.0,2.0,0.0,True,90122.753
surquillo,Comprar,departamento,68.0,-77.01162190000001,-12.1155559,0.0,2.0,2.0,1.0,False,86139.0
barranco,Alquilar,departamento,68.0,-77.0185111,-12.1503126,1.0,2.0,2.0,1.0,False,75295.224
santiago de surco,Alquilar,departamento,400.0,-76.97346097724608,-12.096938806113762,8.0,3.0,3.0,1.0,True,950000.0
magdalena,Alquilar,departamento,118.0,-77.05716933809809,-12.097010651992385,10.0,2.0,3.0,1.0,False,235267.0
santiago de surco,Alquilar,departamento,118.0,-76.97062609999998,-12.1039771,15.0,2.0,3.0,1.0,False,235267.0
surquillo,Comprar,departamento,199.0,-77.0029148,-12.115339,0.0,1.0,1.0,0.0,False,610000.0
san borja,Comprar,departamento,199.0,-76.98642269999998,-12.094514300000002,1.0,2.0,3.0,2.0,False,580000.0
santiago de surco,Comprar,casa,199.0,-76.9704873,-12.1253771,12.0,4.0,3.0,2.0,False,610000.0
lurin,Alquilar,casa,101.0,-76.85560939999998,-12.2984625,10.0,4.0,5.0,2.0,True,264900.0
santiago de surco,Alquilar,departamento,57.0,-76.9788586,-12.0986886,13.0,2.0,3.0,1.0,False,124869.0
san borja,Alquilar,departamento,191.0,-76.98178539999998,-12.0898088,4.0,3.0,3.0,2.0,False,562000.0
miraflores,Alquilar,departamento,96.0,-77.03067349999998,-12.123532899999999,25.0,1.0,1.0,0.0,False,215000.0
lima,Alquilar,departamento,90.0,-77.0365916,-12.077243300000001,1.0,1.0,1.0,0.0,False,184800.0
miraflores,Alquilar,departamento,44.0,-77.038201,-12.1199508,5.0,3.0,3.0,1.0,False,115977.415
santiago de surco,Alquilar,departamento,218.0,-76.95815907270811,-12.104442924035617,12.0,3.0,4.0,2.0,False,654000.0
la molina,Alquilar,departamento,296.0,-76.94839420000001,-12.071981300000001,5.0,1.0,1.0,0.0,False,584784.0
santiago de surco,Comprar,casa,108.0,-77.00297737515709,-12.139687464805846,30.0,3.0,4.0,3.0,False,279459.0
santiago de surco,Alquilar,departamento,108.0,-77.0070272859497,-12.142532027366238,1.0,2.0,2.0,1.0,False,279459.0
lince,Alquilar,departamento,140.0,-77.0290588,-12.090558,5.0,2.0,2.0,0.0,False,1100.0
santa maria del mar,Comprar,departamento,140.0,-76.7747894,-12.4020854,0.0,3.0,3.0,3.0,False,350000.0
santiago de surco,Comprar,departamento,90.0,-76.9817077,-12.125509300000001,12.0,5.0,4.0,2.0,False,155000.0
ate,Alquilar,departamento,260.0,-76.9412791,-12.0608825,20.0,2.0,3.0,0.0,False,450000.0
miraflores,Alquilar,departamento,45.0,-77.02570916560668,-12.125389147601586,30.0,1.0,2.0,1.0,False,659.24
miraflores,Alquilar,departamento,200.0,-77.023155,-12.1296129,40.0,1.0,2.0,1.0,False,545000.0
santiago de surco,Comprar,departamento,200.0,-76.95450149134932,-12.108899824563705,6.0,2.0,3.0,2.0,False,565000.0
los olivos,Alquilar,casa,200.0,-77.08129950937881,-12.002119474067651,2.0,8.0,3.0,6.0,False,565000.0
barranco,Comprar,departamento,220.0,-77.0209678,-12.1384904,0.0,1.0,1.0,0.0,False,6500.0
pucusana,Comprar,departamento,150.0,-76.7936995,-12.479491099999999,5.0,2.0,3.0,1.0,False,275000.0
san isidro,Comprar,departamento,156.0,-77.0493732,-12.105513400000001,50.0,4.0,5.0,2.0,False,330000.0
miraflores,Alquilar,departamento,88.0,-77.02897909790181,-12.131951418712289,6.0,3.0,0.0,2.0,False,950.0
san borja,Alquilar,departamento,20.0,-76.98675979252928,-12.086649399999995,12.0,2.0,3.0,1.0,False,370.0
miraflores,Alquilar,departamento,200.0,-77.03962741296692,-12.116878530562632,6.0,2.0,1.0,1.0,False,450000.0
barranco,Alquilar,departamento,103.0,-77.0225488,-12.1365825,0.0,1.0,1.0,1.0,True,1300.0
jesus maria,Comprar,departamento,145.0,-77.04749809999998,-12.081360499999999,15.0,2.0,4.0,1.0,False,246000.0
santiago de surco,Alquilar,departamento,183.0,-76.984673,-12.1327132,3.0,1.0,2.0,0.0,False,550000.0
santiago de surco,Comprar,departamento,180.0,-76.9810073,-12.112456300000002,9.0,2.0,3.0,2.0,False,398000.0
santiago de surco,Comprar,casa,348.0,-76.961642503738,-12.112173021907001,40.0,3.0,3.0,2.0,False,4500.0
san borja,Alquilar,casa,79.0,-77.0002882,-12.092707199999998,33.0,3.0,5.0,2.0,False,149366.0
miraflores,Alquilar,departamento,241.0,-77.0227754,-12.128494199999999,10.0,3.0,3.0,1.0,True,454900.0
san juan de miraflores,Comprar,casa,442.0,-76.97025989999997,-12.1588373,30.0,1.0,0.0,0.0,False,3600.0
miraflores,Comprar,departamento,110.0,-77.04427120000001,-12.1147254,45.0,2.0,2.0,0.0,False,1000.0
santiago de surco,Alquilar,departamento,110.0,-76.99226019999998,-12.1222906,20.0,1.0,1.0,0.0,False,1000.0
magdalena,Alquilar,departamento,94.0,-77.0738334,-12.0942503,4.0,2.0,3.0,1.0,False,1000.0
lima,Alquilar,departamento,30.0,-77.0801194,-12.050024,8.0,2.0,3.0,0.0,False,300.0
miraflores,Alquilar,departamento,210.0,-77.0313094,-12.1100231,10.0,3.0,3.0,1.0,False,310000.0
miraflores,Alquilar,departamento,88.0,-77.0458065,-12.1148575,0.0,4.0,4.0,2.0,False,245000.0
la molina,Comprar,departamento,900.0,-76.93827809999998,-12.1104474,10.0,0.0,3.0,1.0,False,20.0
punta hermosa,Alquilar,departamento,49.0,-76.82728220000001,-12.3374224,3.0,2.0,3.0,1.0,False,1200.0
santiago de surco,Alquilar,departamento,60.0,-76.9653058,-12.098920800000002,11.0,2.0,3.0,2.0,False,550.0
santiago de surco,Alquilar,departamento,45.0,-76.96570609999998,-12.0961819,19.0,2.0,1.0,0.0,False,659.24
miraflores,Alquilar,departamento,260.0,-77.03125870000002,-12.1185836,20.0,3.0,2.0,1.0,False,450000.0
miraflores,Comprar,casa,116.0,-77.0400306,-12.1208446,65.0,2.0,3.0,0.0,False,259087.0
la molina,Comprar,casa,76.0,-76.94521730848999,-12.06815992202743,20.0,4.0,4.0,2.0,False,182400.0
santiago de surco,Alquilar,departamento,212.0,-76.96628640000002,-12.105015400000001,20.0,2.0,3.0,1.0,False,923910.27
la molina,Comprar,casa,99.0,-76.95108514550779,-12.06481947714195,30.0,4.0,5.0,2.0,False,280614.0
jesus maria,Comprar,departamento,99.0,-77.04639420000001,-12.0761953,47.0,2.0,2.0,0.0,False,245286.128
san isidro,Comprar,departamento,70.0,-77.04655179999999,-12.09517,5.0,2.0,3.0,2.0,False,125888.479
miraflores,Alquilar,departamento,71.0,-77.03051490000001,-12.131950199999999,22.0,1.0,1.0,0.0,False,145460.0
miraflores,Comprar,departamento,71.0,-77.0337246,-12.126130300000002,13.0,2.0,2.0,1.0,False,127147.139
miraflores,Alquilar,departamento,217.0,-77.029368,-12.1316946,29.0,4.0,3.0,1.0,False,1800.0
miraflores,Comprar,departamento,214.0,-77.03034749999999,-12.110615199999998,0.0,2.0,2.0,1.0,True,505707.92
san isidro,Comprar,departamento,84.0,-77.03145129999999,-12.1035829,2.0,4.0,3.0,2.0,False,155778.422
miraflores,Alquilar,departamento,115.0,-77.0337893,-12.125127,11.0,2.0,3.0,2.0,False,149054.174
miraflores,Alquilar,departamento,108.0,-77.03675659999998,-12.1190038,6.0,3.0,2.0,1.0,False,286737.0
miraflores,Alquilar,departamento,108.0,-77.032395,-12.112484599999998,13.0,3.0,3.0,2.0,False,250638.181
lima,Alquilar,casa,97.0,-77.03267209999998,-12.078252599999999,30.0,3.0,6.0,3.0,False,248568.0
santiago de surco,Alquilar,departamento,97.0,-77.0136881,-12.132098,6.0,3.0,3.0,2.0,False,248568.0
surquillo,Alquilar,departamento,354.0,-77.02581140000001,-12.116382000000002,5.0,1.0,2.0,1.0,True,739800.0
san borja,Comprar,departamento,267.0,-76.97985853843677,-12.10771772176558,18.0,3.0,3.0,2.0,False,668861.0
la molina,Alquilar,casa,52.0,-76.95198682883606,-12.093279842309169,25.0,3.0,3.0,2.0,False,142900.0
san isidro,Comprar,departamento,52.0,-77.01168500216932,-12.096378215803526,6.0,4.0,4.0,2.0,False,142900.0
san isidro,Alquilar,departamento,118.0,-77.02807209999999,-12.0963327,22.0,1.0,1.0,1.0,True,280405.0
san isidro,Alquilar,departamento,118.0,-77.05162740000002,-12.1035573,15.0,2.0,2.0,1.0,False,245103.739
miraflores,Alquilar,departamento,122.0,-77.0323098,-12.1057824,10.0,2.0,2.0,1.0,False,224392.0
san isidro,Alquilar,departamento,122.0,-77.0482488,-12.095991999999999,15.0,1.0,1.0,1.0,False,196142.469
barranco,Alquilar,departamento,75.0,-77.02314709999999,-12.143183800000001,20.0,1.0,1.0,1.0,False,129900.0
santiago de surco,Comprar,departamento,130.0,-76.98831379999999,-12.163473199999999,7.0,3.0,3.0,3.0,False,230365.0
san isidro,Alquilar,departamento,130.0,-77.0443109,-12.094830300000002,6.0,4.0,3.0,2.0,False,230365.0
barranco,Comprar,casa,153.0,-77.0233949,-12.147344,63.0,9.0,8.0,2.0,True,355600.0
san isidro,Alquilar,departamento,241.0,-77.0549551,-12.0987201,4.0,4.0,2.0,2.0,False,771264.0
san borja,Alquilar,departamento,62.0,-77.00322,-12.1361122,5.0,4.0,3.0,3.0,False,94252.0
san borja,Alquilar,departamento,62.0,-76.98358253280333,-12.10744143377516,5.0,4.0,3.0,3.0,False,82386.693
chorrillos,Comprar,casa,176.0,-77.00742780000002,-12.2096545,10.0,3.0,4.0,4.0,False,282967.0
santiago de surco,Comprar,casa,176.0,-76.99679149999997,-12.122787400000002,20.0,3.0,3.0,1.0,False,247342.713
san borja,Alquilar,departamento,59.0,-76.98739172753906,-12.108583101479228,5.0,3.0,3.0,3.0,False,184432.0
san borja,Comprar,departamento,59.0,-76.98020931541367,-12.103860598857056,20.0,2.0,3.0,1.0,False,161212.758
santiago de surco,Alquilar,departamento,150.0,-76.98118884003594,-12.11285159040812,5.0,2.0,3.0,2.0,False,224629.94
miraflores,Alquilar,departamento,69.0,-77.03675659999998,-12.1190038,4.0,1.0,2.0,1.0,False,123869.251
miraflores,Comprar,departamento,49.0,-77.01753819999998,-12.1266416,56.0,2.0,3.0,0.0,False,128037.845
miraflores,Alquilar,departamento,131.0,-77.03543379999998,-12.1223553,6.0,1.0,1.0,1.0,False,377071.0
miraflores,Alquilar,departamento,145.0,-77.0290389,-12.1295913,10.0,1.0,1.0,1.0,False,300000.0
miraflores,Alquilar,departamento,145.0,-77.03675659999998,-12.1190038,4.0,1.0,1.0,1.0,False,300000.0
barranco,Comprar,departamento,175.0,-77.024159431458,-12.154842919669,18.0,3.0,3.0,2.0,True,343575.0
san isidro,Alquilar,departamento,175.0,-77.04311650000001,-12.0996783,8.0,3.0,3.0,2.0,True,300320.464
santiago de surco,Alquilar,departamento,557.0,-76.99231615000002,-12.123063034703216,45.0,1.0,1.0,0.0,False,7793.0
magdalena,Alquilar,departamento,205.0,-77.05642420000001,-12.0970808,17.0,2.0,2.0,1.0,False,552500.0
san miguel,Comprar,departamento,165.0,-77.0850396,-12.0893719,0.0,2.0,3.0,0.0,True,230000.0
carabayllo,Comprar,departamento,102.0,-77.04145431518555,-11.824372987371303,2.0,2.0,3.0,1.0,True,210649.0
surquillo,Comprar,departamento,102.0,-77.01534231004051,-12.119296713740695,7.0,2.0,2.0,1.0,False,184129.406
