location.district,operation_type.name,property_type.name,usd_price,total_area,years_old,bathrooms,bedrooms,garages,has_swimming_pool,lon,lat
lima,Comprar,departamento,77217.0,60.0,1.0,2.0,2.0,0.0,False,-12.0453933,-77.0573771
lima,Comprar,departamento,67496.414,60.0,1.0,2.0,2.0,0.0,False,-12.0453933,-77.0573771
san isidro,Comprar,departamento,257919.0,118.0,0.0,3.0,3.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,225448.131,118.0,0.0,3.0,3.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,288110.0,92.0,0.0,3.0,2.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,280947.0,92.0,0.0,3.0,2.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,245576.927,92.0,0.0,3.0,2.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,232570.0,100.0,0.0,3.0,3.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,232499.0,100.0,0.0,3.0,3.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,233058.0,100.0,1.0,3.0,3.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,161066.0,68.0,0.0,2.0,2.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,140788.524,68.0,0.0,2.0,2.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,170252.0,71.0,0.0,2.0,2.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,148818.556,71.0,0.0,2.0,2.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,257919.0,117.0,0.0,3.0,3.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,225448.131,117.0,0.0,3.0,3.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,264985.0,12.0,0.0,3.0,3.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,231624.477,12.0,0.0,3.0,3.0,0.0,False,-12.095040746105,-77.054036405557
san miguel,Comprar,departamento,102613.0,58.0,1.0,2.0,2.0,1.0,False,-12.0774344,-77.0934137
san miguel,Comprar,departamento,103983.0,58.0,2.0,2.0,2.0,1.0,False,-12.0774344,-77.0934137
san miguel,Comprar,departamento,83336.975,58.0,2.0,2.0,2.0,1.0,False,-12.0774344,-77.0934137
san isidro,Comprar,departamento,264985.0,121.0,0.0,3.0,3.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,264985.0,121.0,1.0,3.0,3.0,0.0,False,-12.095040746105,-77.054036405557
san isidro,Comprar,departamento,231624.477,121.0,0.0,3.0,3.0,0.0,False,-12.095040746105,-77.054036405557
san miguel,Comprar,departamento,97036.0,40.0,1.0,1.0,1.0,1.0,False,-12.0774344,-77.0934137
san miguel,Comprar,departamento,98973.0,40.0,1.0,1.0,1.0,1.0,False,-12.0774344,-77.0934137
san miguel,Comprar,departamento,86513.292,40.0,1.0,1.0,1.0,1.0,False,-12.0774344,-77.0934137
miraflores,Alquilar,departamento,1000.0,102.0,4.0,2.0,2.0,2.0,False,-12.109469984428985,-77.04021896760104
la molina,Comprar,casa,515000.0,500.0,22.0,2.0,3.0,2.0,False,-12.0838651,-76.8978944
miraflores,Comprar,departamento,900000.0,220.0,10.0,2.0,2.0,2.0,False,-12.1152552,-77.0484237
lince,Alquilar,local comercial,6750.0,148.0,2.0,2.0,2.0,0.0,False,-12.090344417439288,-77.02704472209012
miraflores,Alquilar,departamento,800.0,109.0,6.0,2.0,3.0,1.0,False,-12.107533802858933,-77.03199831960261
la molina,Comprar,casa,580000.0,405.0,11.0,3.0,4.0,2.0,True,-12.081492722071756,-76.90675166960449
barranco,Alquilar,departamento,4500.0,389.0,5.0,2.0,3.0,2.0,True,-12.153877835630436,-77.02377113862309
cieneguilla,Comprar,terreno-lote,506000.0,5500.0,2.0,2.0,0.0,0.0,False,-12.038316299999998,-76.7152147
lurin,Comprar,terreno-lote,2905750.0,11623.0,30.0,2.0,0.0,0.0,False,-12.2533191,-76.9134129
miraflores,Alquilar,departamento,2350.0,195.0,6.0,3.0,3.0,3.0,False,-12.131862021736476,-77.02492117881775
santiago de surco,Comprar,local comercial,269000.0,79.0,0.0,1.0,0.0,2.0,False,-12.0857387,-76.9718862
santiago de surco,Alquilar,departamento,363.0,50.0,5.0,1.0,1.0,1.0,False,-12.1443095,-77.00317439999999
santiago de surco,Alquilar,departamento,317.412,50.0,5.0,1.0,1.0,1.0,False,-12.1443095,-77.00317439999999
miraflores,Comprar,departamento,390000.0,150.0,1.0,2.0,2.0,2.0,False,-12.118540842053735,-77.01076070634463
miraflores,Comprar,departamento,580000.0,194.0,1.0,2.0,2.0,3.0,False,-12.118954931297106,-77.01128743379876
chorrillos,Comprar,terreno-lote,1546119.0,1718.0,4.0,0.0,0.0,0.0,False,-12.17569352661894,-76.99955053729553
santiago de surco,Comprar,terreno-lote,3000000.0,2500.0,10.0,2.0,0.0,0.0,False,-12.1618896,-76.9821949
miraflores,Comprar,departamento,580000.0,194.0,1.0,2.0,2.0,3.0,False,-12.118761126665305,-77.01097528306582
santiago de surco,Comprar,local comercial,229000.0,50.0,1.0,1.0,1.0,1.0,False,-12.087006399999998,-76.9699854
san isidro,Alquilar,departamento,1400.0,160.0,12.0,2.0,3.0,2.0,False,-12.099209114577295,-76.97083176850892
barranco,Alquilar,departamento,650.0,50.0,1.0,1.0,1.0,1.0,False,-12.1301315,-77.0215582
santiago de surco,Comprar,departamento,550000.0,440.0,20.0,3.0,4.0,2.0,True,-12.080210752778939,-76.95887728515993
la molina,Comprar,terreno-lote,735000.0,581.0,35.0,4.0,4.0,4.0,False,-12.0783306,-76.9214737
santiago de surco,Comprar,departamento,320000.0,156.0,6.0,2.0,3.0,1.0,False,-12.091042252734963,-76.9665990039673
santiago de surco,Comprar,departamento,550000.0,400.0,20.0,3.0,4.0,2.0,True,-12.089503188335504,-76.96557061166993
chaclacayo,Comprar,casa de campo,1250000.0,4249.0,20.0,5.0,3.0,6.0,True,-11.982947052085596,-76.77404880523682
la molina,Comprar,departamento,230000.0,112.0,11.0,2.0,3.0,1.0,False,-12.093277558397459,-76.94873099550779
san isidro,Comprar,departamento,3200000.0,650.0,23.0,4.0,4.0,3.0,True,-12.102910193034687,-77.04261302947998
barranco,Alquilar,casa,4500.0,172.0,5.0,2.0,3.0,2.0,True,-12.153809624796995,-77.0239535288361
chorrillos,Comprar,terreno-lote,1546119.0,1718.0,4.0,2.0,0.0,0.0,False,-12.1750078,-77.0003604
chorrillos,Comprar,terreno-lote,630000.0,1008.0,0.0,2.0,0.0,0.0,False,-12.1905747,-77.0096639
santiago de surco,Comprar,departamento,190000.0,115.0,19.0,3.0,2.0,1.0,False,-12.1312961,-76.9824571
la molina,Alquilar,casa,2300.0,463.0,30.0,3.0,3.0,2.0,False,-12.08647466581411,-76.95496557006834
magdalena,Comprar,terreno-lote,900000.0,500.0,33.0,2.0,0.0,0.0,False,-12.088986469834715,-77.07418470426023
lince,Comprar,departamento,250000.0,100.0,7.0,2.0,2.0,1.0,False,-12.0897537,-77.04332219999999
lince,Comprar,departamento,250000.0,100.0,3.0,2.0,2.0,1.0,False,-12.0897537,-77.04332219999999
san isidro,Comprar,oficina,261100.0,112.0,0.0,2.0,1.0,2.0,False,-12.095776999999979,-77.02235164232786
santiago de surco,Comprar,casa,300000.0,179.0,45.0,2.0,8.0,2.0,False,-12.1406366,-76.9981469
miraflores,Comprar,departamento,1200000.0,297.0,0.0,3.0,3.0,3.0,False,-12.108082,-77.04493
miraflores,Alquilar,departamento,1800.0,190.0,19.0,2.0,3.0,2.0,False,-12.1132342,-77.0455899
miraflores,Comprar,departamento,489990.0,163.0,1.0,2.0,2.0,2.0,False,-12.0963327,-77.0280721
miraflores,Alquilar,departamento,850.0,60.0,10.0,1.0,1.0,1.0,False,-12.1154916,-77.038952
miraflores,Comprar,departamento,502200.0,186.0,20.0,2.0,3.0,2.0,False,-12.1229473,-77.040082
miraflores,Comprar,departamento,400000.0,120.0,53.0,3.0,3.0,1.0,False,-12.1337199,-77.0253024
miraflores,Comprar,departamento,202500.0,86.0,1.0,2.0,2.0,0.0,False,-12.1222951,-77.0348168
san juan de lurigancho,Alquilar,local comercial,1000.0,140.0,20.0,1.0,6.0,0.0,False,-12.0112825,-76.99817639999998
surquillo,Comprar,terreno-lote,363775.0,214.0,35.0,0.0,0.0,0.0,False,-12.1172627,-77.0258818
santiago de surco,Comprar,local comercial,650000.0,721.0,0.0,0.0,0.0,0.0,False,-12.1506566,-76.9879774
san miguel,Alquilar,departamento,750.0,75.0,5.0,2.0,2.0,1.0,False,-12.092462,-77.08122430000003
san miguel,Alquilar,departamento,700.0,75.0,5.0,2.0,2.0,1.0,False,-12.092462,-77.08122430000003
los olivos,Comprar,casa,250000.0,159.0,20.0,3.0,6.0,1.0,False,-11.9599532,-77.07182
la victoria,Comprar,departamento,160000.0,106.0,4.0,2.0,3.0,1.0,False,-12.0838599,-77.02057959999999
san isidro,Comprar,departamento,1290000.0,750.0,10.0,7.0,6.0,2.0,False,-12.093280348203148,-77.04628512275389
pueblo libre,Comprar,departamento,120000.0,75.0,15.0,2.0,3.0,1.0,False,-12.08914698176318,-77.065098627417
miraflores,Alquilar,departamento,900.0,95.0,10.0,2.0,2.0,0.0,False,-12.127081545469931,-77.02805803530424
miraflores,Comprar,terreno-lote,2000000.0,1008.0,8.0,7.0,3.0,0.0,False,-12.121033491647646,-77.03250159748382
lince,Comprar,terreno-lote,300000.0,247.0,0.0,0.0,0.0,0.0,False,-12.0854556,-77.0323253
miraflores,Alquilar,departamento,1000.0,150.0,5.0,4.0,2.0,1.0,False,-12.115651435978187,-77.03569049749274
pueblo libre,Comprar,departamento,117000.0,70.0,12.0,2.0,2.0,0.0,False,-12.071449,-77.0658249
miraflores,Alquilar,departamento,900.0,107.0,5.0,3.0,2.0,1.0,False,-12.1158862,-77.0357963
surquillo,Alquilar,local comercial,1200.0,60.0,10.0,1.0,2.0,0.0,False,-12.1218593,-77.0205453
san isidro,Comprar,departamento,190000.0,90.0,51.0,2.0,2.0,0.0,False,-12.1029929,-77.0495607
jesus maria,Alquilar,local comercial,41000.0,11.0,0.0,0.0,0.0,0.0,False,-12.0828116,-77.0583883
la victoria,Comprar,departamento,62000.0,50.0,20.0,1.0,2.0,0.0,False,-12.07818044013736,-77.02675365291748
lima,Comprar,departamento,175000.0,160.0,8.0,3.0,3.0,0.0,False,-12.0476159,-77.0745455
miraflores,Alquilar,departamento,850.0,118.0,15.0,3.0,3.0,1.0,False,-12.119151435632546,-77.03177255816648
san isidro,Comprar,departamento,170000.0,112.0,40.0,2.0,2.0,0.0,False,-12.101393655516693,-77.02934792275391
miraflores,Comprar,departamento,350000.0,203.0,80.0,3.0,3.0,0.0,False,-12.1165418,-77.0228752
miraflores,Comprar,departamento,176923.0,82.0,0.0,2.0,2.0,0.0,False,-12.111062,-77.0315913
miraflores,Comprar,departamento,177881.0,82.0,0.0,2.0,2.0,0.0,False,-12.111062,-77.0315913
miraflores,Comprar,departamento,176743.0,82.0,0.0,2.0,2.0,0.0,False,-12.111062,-77.0315913
miraflores,Comprar,departamento,155513.505,82.0,0.0,2.0,2.0,0.0,False,-12.111062,-77.0315913
miraflores,Comprar,departamento,259732.0,118.0,0.0,2.0,3.0,0.0,False,-12.1164208,-77.043755
pueblo libre,Comprar,departamento,112852.0,71.0,0.0,2.0,2.0,0.0,False,-12.0670755,-77.0742555
pueblo libre,Comprar,departamento,112325.0,71.0,0.0,2.0,2.0,0.0,False,-12.0670755,-77.0742555
pueblo libre,Comprar,departamento,111760.0,71.0,0.0,2.0,2.0,0.0,False,-12.0670755,-77.0742555
pueblo libre,Comprar,departamento,92537.036,71.0,0.0,2.0,2.0,0.0,False,-12.0670755,-77.0742555
santiago de surco,Comprar,departamento,218400.0,122.0,0.0,3.0,3.0,0.0,False,-12.1363928,-76.9949465
san borja,Comprar,departamento,315815.0,146.0,0.0,2.0,3.0,0.0,False,-12.0947947,-76.9839682
santiago de surco,Comprar,departamento,224500.0,110.0,0.0,2.0,3.0,1.0,False,-12.127985999999998,-76.9847881
santiago de surco,Comprar,departamento,231735.0,110.0,0.0,2.0,3.0,1.0,False,-12.127985999999998,-76.9847881
surquillo,Comprar,departamento,140766.0,77.0,0.0,2.0,3.0,0.0,False,-12.11767,-77.0163496
surquillo,Comprar,departamento,140134.0,77.0,0.0,2.0,3.0,0.0,False,-12.11767,-77.0163496
surquillo,Comprar,departamento,142668.0,77.0,0.0,2.0,3.0,0.0,False,-12.11767,-77.0163496
surquillo,Comprar,departamento,123302.304,77.0,0.0,2.0,3.0,0.0,False,-12.11767,-77.0163496
san borja,Comprar,departamento,228800.0,104.0,0.0,2.0,3.0,1.0,False,-12.096758799999998,-76.9892193
miraflores,Comprar,departamento,154284.0,71.0,0.0,1.0,1.0,0.0,False,-12.1164208,-77.043755
miraflores,Comprar,departamento,991275.0,159.0,0.0,3.0,3.0,0.0,False,-12.1164208,-77.043755
pueblo libre,Comprar,departamento,189649.0,114.0,0.0,2.0,3.0,0.0,True,-12.0697743,-77.0624404
pueblo libre,Comprar,departamento,189153.0,114.0,0.0,2.0,3.0,0.0,True,-12.0697743,-77.0624404
pueblo libre,Comprar,departamento,188435.0,114.0,0.0,2.0,3.0,0.0,True,-12.0697743,-77.0624404
pueblo libre,Comprar,departamento,188117.0,114.0,0.0,2.0,3.0,0.0,False,-12.0697743,-77.0624404
pueblo libre,Comprar,departamento,165811.079,114.0,0.0,2.0,3.0,0.0,True,-12.0697743,-77.0624404
pueblo libre,Comprar,departamento,153203.0,85.0,0.0,2.0,3.0,0.0,False,-12.0752423,-77.0692591
pueblo libre,Comprar,departamento,134289.638,85.0,0.0,2.0,3.0,0.0,False,-12.0752423,-77.0692591
pueblo libre,Comprar,departamento,146020.0,86.0,0.0,3.0,3.0,0.0,False,-12.0696401,-77.0647166
pueblo libre,Comprar,departamento,146868.0,86.0,0.0,3.0,3.0,0.0,False,-12.0696401,-77.0647166
magdalena,Comprar,departamento,169364.0,71.0,0.0,2.0,2.0,0.0,False,-12.0992965,-77.0628876
magdalena,Comprar,departamento,132460.0,80.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,132711.0,80.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,115784.526,80.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
pueblo libre,Comprar,departamento,153922.0,85.0,0.0,2.0,3.0,0.0,False,-12.0752423,-77.0692591
pueblo libre,Comprar,departamento,151637.0,85.0,0.0,2.0,3.0,0.0,False,-12.0752423,-77.0692591
surquillo,Comprar,departamento,100348.0,50.0,0.0,1.0,1.0,0.0,False,-12.063226,-76.997697
surquillo,Comprar,departamento,99898.0,50.0,0.0,1.0,1.0,0.0,False,-12.063226,-76.997697
surquillo,Comprar,departamento,99571.0,50.0,0.0,1.0,1.0,0.0,False,-12.063226,-76.997697
surquillo,Comprar,departamento,99729.0,50.0,0.0,1.0,1.0,0.0,False,-12.063226,-76.997697
surquillo,Comprar,departamento,87898.672,50.0,0.0,1.0,1.0,0.0,False,-12.063226,-76.997697
pueblo libre,Comprar,departamento,129611.0,87.0,0.0,0.0,0.0,0.0,False,-12.0752423,-77.0692591
pueblo libre,Comprar,departamento,138166.0,87.0,0.0,0.0,0.0,0.0,False,-12.0752423,-77.0692591
pueblo libre,Comprar,departamento,136986.0,87.0,0.0,0.0,0.0,0.0,False,-12.0752423,-77.0692591
pueblo libre,Comprar,departamento,120543.263,87.0,0.0,0.0,0.0,0.0,False,-12.0752423,-77.0692591
magdalena,Comprar,departamento,124470.0,55.0,0.0,2.0,2.0,0.0,True,-12.099204,-77.0628405
magdalena,Comprar,departamento,160832.0,70.0,0.0,2.0,2.0,0.0,True,-12.0992965,-77.0628876
magdalena,Comprar,departamento,108771.0,57.0,0.0,1.0,1.0,0.0,True,-12.0992965,-77.0628876
magdalena,Comprar,departamento,141860.0,89.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,124000.61,89.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,133967.0,80.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,126927.0,83.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,126905.0,83.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,110947.658,83.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,138716.0,81.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,138430.0,81.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,138260.0,81.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,121023.043,81.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,142128.0,89.0,0.0,2.0,3.0,0.0,True,-12.0949143,-77.0752927
magdalena,Comprar,departamento,160832.0,70.0,0.0,2.0,2.0,0.0,False,-12.0992965,-77.0628876
jesus maria,Comprar,departamento,125698.0,61.0,0.0,1.0,2.0,0.0,False,-12.0874956,-77.0570299
jesus maria,Comprar,departamento,125936.0,61.0,0.0,1.0,2.0,0.0,False,-12.0874956,-77.0570299
jesus maria,Comprar,departamento,124872.0,61.0,0.0,1.0,2.0,0.0,False,-12.0874956,-77.0570299
jesus maria,Comprar,departamento,124717.0,61.0,0.0,1.0,2.0,0.0,False,-12.0874956,-77.0570299
jesus maria,Comprar,departamento,124464.0,61.0,0.0,1.0,2.0,0.0,False,-12.0874956,-77.0570299
jesus maria,Comprar,departamento,124794.0,61.0,0.0,1.0,2.0,0.0,False,-12.0874956,-77.0570299
jesus maria,Comprar,departamento,125278.0,61.0,0.0,1.0,2.0,0.0,False,-12.0874956,-77.0570299
jesus maria,Comprar,departamento,124067.0,61.0,0.0,1.0,2.0,0.0,False,-12.0874956,-77.0570299
jesus maria,Comprar,departamento,124854.0,61.0,0.0,1.0,2.0,0.0,False,-12.0874956,-77.0570299
jesus maria,Comprar,departamento,109873.34,61.0,0.0,1.0,2.0,0.0,False,-12.0874956,-77.0570299
san borja,Comprar,departamento,318500.0,206.0,0.0,2.0,3.0,1.0,False,-12.0884936,-76.9849182
pueblo libre,Comprar,departamento,71613.0,42.0,0.0,1.0,1.0,0.0,False,-12.0752423,-77.0692591
surquillo,Comprar,departamento,135527.0,71.0,0.0,2.0,3.0,0.0,False,-12.1148701,-77.0067075
surquillo,Comprar,departamento,135943.0,71.0,0.0,2.0,3.0,0.0,False,-12.1148701,-77.0067075
surquillo,Comprar,departamento,119639.86,71.0,0.0,2.0,3.0,0.0,False,-12.1148701,-77.0067075
magdalena,Comprar,departamento,124470.0,55.0,0.0,2.0,2.0,0.0,False,-12.099204,-77.0628405
santiago de surco,Comprar,departamento,250000.0,136.0,0.0,3.0,3.0,1.0,False,-12.13089,-77.0034906
pueblo libre,Comprar,departamento,213687.0,152.0,0.0,2.0,3.0,0.0,False,-12.0704824,-77.0571093
pueblo libre,Comprar,departamento,214091.0,152.0,0.0,2.0,3.0,0.0,False,-12.0704824,-77.0571093
pueblo libre,Comprar,departamento,212283.0,152.0,0.0,2.0,3.0,0.0,False,-12.0704824,-77.0571093
pueblo libre,Comprar,departamento,211588.0,152.0,0.0,2.0,3.0,0.0,False,-12.0704824,-77.0571093
pueblo libre,Comprar,departamento,212973.0,152.0,0.0,2.0,3.0,0.0,False,-12.0704824,-77.0571093
pueblo libre,Comprar,departamento,210914.0,152.0,0.0,2.0,3.0,0.0,False,-12.0704824,-77.0571093
pueblo libre,Comprar,departamento,210497.0,152.0,0.0,2.0,3.0,0.0,False,-12.0704824,-77.0571093
pueblo libre,Comprar,departamento,212252.0,152.0,0.0,2.0,3.0,0.0,False,-12.0704824,-77.0571093
pueblo libre,Comprar,departamento,212958.0,152.0,0.0,2.0,3.0,0.0,False,-12.0704824,-77.0571093
pueblo libre,Comprar,departamento,186784.679,152.0,0.0,2.0,3.0,0.0,False,-12.0704824,-77.0571093
pueblo libre,Comprar,departamento,77048.0,42.0,0.0,1.0,1.0,0.0,False,-12.0696401,-77.0647166
pueblo libre,Comprar,departamento,77047.0,42.0,0.0,1.0,1.0,0.0,False,-12.0696401,-77.0647166
miraflores,Comprar,departamento,382728.0,235.0,0.0,4.0,4.0,0.0,False,-12.114297099999998,-77.0460842
surquillo,Comprar,departamento,190000.0,109.0,0.0,2.0,3.0,0.0,False,-12.1152851,-77.0117168
pueblo libre,Comprar,departamento,127720.0,76.0,0.0,2.0,3.0,0.0,False,-12.0752423,-77.0692591
san borja,Comprar,departamento,330000.0,208.0,0.0,2.0,3.0,2.0,False,-12.0954443,-76.9947088
miraflores,Comprar,departamento,167592.0,79.0,0.0,2.0,2.0,0.0,False,-12.1164208,-77.043755
miraflores,Comprar,departamento,179775.0,79.0,0.0,2.0,2.0,0.0,False,-12.1164208,-77.043755
miraflores,Comprar,departamento,168500.0,79.0,0.0,2.0,2.0,0.0,False,-12.1164208,-77.043755
miraflores,Comprar,departamento,180748.0,79.0,0.0,2.0,2.0,0.0,False,-12.1164208,-77.043755
miraflores,Comprar,departamento,179368.0,79.0,0.0,2.0,2.0,0.0,False,-12.1164208,-77.043755
miraflores,Comprar,departamento,160734.0,74.0,0.0,1.0,1.0,0.0,False,-12.114297099999998,-77.0460842
santiago de surco,Comprar,departamento,215124.0,110.0,0.0,2.0,3.0,1.0,False,-12.1302369,-77.0014983
santiago de surco,Comprar,departamento,218000.0,110.0,0.0,2.0,3.0,1.0,False,-12.1302369,-77.0014983
pueblo libre,Comprar,departamento,105024.0,66.0,0.0,2.0,2.0,0.0,False,-12.0670755,-77.0742555
pueblo libre,Comprar,departamento,86860.491,66.0,0.0,2.0,2.0,0.0,False,-12.0670755,-77.0742555
magdalena,Comprar,departamento,150847.0,74.0,0.0,2.0,2.0,0.0,False,-12.0992965,-77.0628876
magdalena,Comprar,departamento,201815.0,105.0,0.0,2.0,3.0,0.0,True,-12.0992965,-77.0628876
magdalena,Comprar,departamento,201815.0,105.0,0.0,2.0,3.0,0.0,False,-12.0992965,-77.0628876
chorrillos,Comprar,departamento,53910.0,34.0,0.0,1.0,1.0,0.0,False,-12.1737627,-76.9999089
chorrillos,Comprar,departamento,47123.455,34.0,0.0,1.0,1.0,0.0,False,-12.1737627,-76.9999089
pueblo libre,Comprar,departamento,86652.0,57.0,0.0,1.0,1.0,0.0,False,-12.0752423,-77.0692591
chorrillos,Comprar,departamento,246750.0,115.0,0.0,2.0,3.0,0.0,False,-12.1586643,-77.0240613
pueblo libre,Comprar,departamento,139929.0,76.0,0.0,2.0,3.0,0.0,False,-12.0752423,-77.0692591
pueblo libre,Comprar,departamento,139275.0,76.0,0.0,2.0,3.0,0.0,False,-12.0752423,-77.0692591
santiago de surco,Comprar,departamento,271476.0,188.0,0.0,2.0,3.0,0.0,False,-12.1644097,-76.9939968
miraflores,Comprar,departamento,249921.0,159.0,0.0,3.0,3.0,0.0,False,-12.1164208,-77.043755
santiago de surco,Comprar,departamento,288400.0,169.0,0.0,2.0,3.0,1.0,False,-12.127985999999998,-76.9847881
san borja,Comprar,departamento,325500.0,191.0,0.0,2.0,3.0,1.0,False,-12.0884936,-76.9849182
magdalena,Comprar,departamento,114632.0,50.0,0.0,2.0,1.0,0.0,False,-12.09891,-77.0628156
santiago de surco,Comprar,departamento,309723.0,234.0,0.0,2.0,3.0,0.0,False,-12.1644097,-76.9939968
pueblo libre,Comprar,departamento,172010.0,121.0,0.0,2.0,3.0,0.0,False,-12.0752423,-77.0692591
pueblo libre,Comprar,departamento,111533.0,66.0,0.0,2.0,2.0,0.0,False,-12.0696401,-77.0647166
magdalena,Comprar,departamento,124470.0,54.0,0.0,2.0,2.0,0.0,True,-12.0992965,-77.0628876
san isidro,Comprar,departamento,459450.0,244.0,0.0,3.0,2.0,2.0,False,-12.1002838,-77.0119192
san isidro,Comprar,departamento,339450.0,172.0,0.0,1.0,1.0,2.0,False,-12.1002838,-77.0119192
san isidro,Comprar,departamento,299450.0,124.0,0.0,3.0,2.0,2.0,False,-12.097183199999998,-77.0123215
pueblo libre,Comprar,departamento,204391.0,136.0,0.0,3.0,3.0,0.0,False,-12.0696401,-77.0647166
miraflores,Comprar,departamento,250064.0,136.0,0.0,2.0,2.0,0.0,False,-12.114297099999998,-77.0460842
san miguel,Comprar,departamento,186512.0,114.0,0.0,3.0,3.0,0.0,False,-12.0721525,-77.0960739
san miguel,Comprar,departamento,163589.196,114.0,0.0,3.0,3.0,0.0,False,-12.0721525,-77.0960739
surquillo,Comprar,departamento,158137.0,110.0,0.0,1.0,2.0,0.0,False,-12.11767,-77.0163496
surquillo,Comprar,departamento,139172.898,110.0,0.0,1.0,2.0,0.0,False,-12.11767,-77.0163496
san miguel,Comprar,departamento,133797.0,76.0,0.0,2.0,3.0,0.0,False,-12.0721525,-77.0960739
san miguel,Comprar,departamento,133704.0,76.0,0.0,2.0,3.0,0.0,False,-12.0721525,-77.0960739
san miguel,Comprar,departamento,138747.0,76.0,0.0,2.0,3.0,0.0,False,-12.0721525,-77.0960739
san miguel,Comprar,departamento,133032.0,76.0,0.0,2.0,3.0,0.0,False,-12.0721525,-77.0960739
san miguel,Comprar,departamento,138293.0,76.0,0.0,2.0,3.0,0.0,False,-12.0721525,-77.0960739
san miguel,Comprar,departamento,132761.0,76.0,0.0,2.0,3.0,0.0,False,-12.0721525,-77.0960739
san miguel,Comprar,departamento,138660.0,76.0,0.0,2.0,3.0,0.0,False,-12.0721525,-77.0960739
san miguel,Comprar,departamento,133630.0,76.0,0.0,2.0,3.0,0.0,False,-12.0721525,-77.0960739
san miguel,Comprar,departamento,139198.0,76.0,0.0,2.0,3.0,0.0,False,-12.0721525,-77.0960739
san miguel,Comprar,departamento,122081.489,76.0,0.0,2.0,3.0,0.0,False,-12.0721525,-77.0960739
chorrillos,Comprar,departamento,123632.0,62.0,0.0,2.0,2.0,0.0,False,-12.1560117,-77.0221145
surquillo,Comprar,departamento,133704.0,69.0,0.0,2.0,2.0,0.0,False,-12.1122464,-77.012222
surquillo,Comprar,departamento,133197.0,69.0,0.0,2.0,2.0,0.0,False,-12.1122464,-77.012222
surquillo,Comprar,departamento,133620.0,69.0,0.0,2.0,2.0,0.0,False,-12.1122464,-77.012222
surquillo,Comprar,departamento,117198.23,69.0,0.0,2.0,2.0,0.0,False,-12.1122464,-77.012222
pueblo libre,Comprar,departamento,131380.0,84.0,0.0,2.0,2.0,0.0,False,-12.0696401,-77.0647166
pueblo libre,Comprar,departamento,126224.0,84.0,0.0,2.0,2.0,0.0,False,-12.0696401,-77.0647166
san isidro,Comprar,departamento,349450.0,158.0,0.0,2.0,2.0,2.0,False,-12.1002838,-77.0119192
pueblo libre,Comprar,departamento,115130.0,66.0,0.0,2.0,2.0,0.0,False,-12.0696401,-77.0647166
santiago de surco,Comprar,departamento,307993.0,183.0,0.0,0.0,4.0,1.0,False,-12.1416088,-76.9918155
pueblo libre,Comprar,departamento,156173.0,106.0,0.0,2.0,2.0,0.0,False,-12.0670755,-77.0742555
pueblo libre,Comprar,departamento,156422.0,106.0,0.0,2.0,2.0,0.0,False,-12.0670755,-77.0742555
pueblo libre,Comprar,departamento,134051.579,106.0,0.0,2.0,2.0,0.0,False,-12.0670755,-77.0742555
