location.district,operation_type.name,property_type.name,usd_price,total_area,years_old,bathrooms,bedrooms,garages,has_swimming_pool,lon,lat
san borja,Comprar,departamento,198000.0,90.0,0.0,3.0,3.0,2.0,False,-12.09374480851558,-76.99311
santiago de surco,Comprar,departamento,224500.0,111.0,0.0,3.0,3.0,2.0,False,-12.128896022533487,-76.981022
san borja,Comprar,departamento,221000.0,113.0,0.0,3.0,3.0,2.0,False,-12.099112902216278,-77.010337
santiago de surco,Comprar,departamento,403000.0,184.0,0.0,3.0,3.0,2.0,False,-12.114798943485935,-76.96881
santiago de surco,Comprar,departamento,399500.0,189.0,0.0,4.0,3.0,2.0,False,-12.1196767,-76.9693468
santiago de surco,Comprar,departamento,398000.0,200.0,0.0,4.0,3.0,2.0,False,-12.110728833271091,-76.964304
miraflores,Comprar,departamento,55000.0,32.0,0.0,2.0,1.0,0.0,False,-12.109894056220183,-77.03046
santiago de surco,Comprar,departamento,370000.0,184.0,0.0,4.0,3.0,2.0,False,-12.11717275299918,-76.981616
san borja,Comprar,departamento,218000.0,98.0,0.0,3.0,3.0,1.0,False,-12.093015286943611,-76.98804
san borja,Comprar,departamento,690000.0,330.0,0.0,5.0,4.0,2.0,False,-12.106116273240557,-76.981766
san borja,Comprar,departamento,228000.0,90.0,0.0,3.0,3.0,2.0,False,-12.094300816177762,-76.984441
san borja,Comprar,departamento,235000.0,104.0,0.0,3.0,3.0,1.0,False,-12.090507985908435,-76.986517
san isidro,Alquilar,departamento,1100.0,155.0,10.0,2.0,3.0,1.0,False,-12.092705029939752,-77.049809
santiago de surco,Comprar,departamento,365000.0,175.0,0.0,3.0,3.0,2.0,False,-12.114892,-76.984014
san borja,Comprar,departamento,305500.0,182.0,0.0,4.0,4.0,2.0,False,-12.093792,-76.992932
san borja,Comprar,departamento,240500.0,111.0,0.0,3.0,3.0,2.0,False,-12.093865,-76.992932
san miguel,Comprar,departamento,120000.0,298.24338593974176,9.489178011893621,2.0,4.0,0.0,False,-12.0917169,-77.0806249
miraflores,Comprar,departamento,300000.0,180.0,0.0,2.0,3.0,1.0,False,-12.1178519,-77.032577
miraflores,Comprar,departamento,524776.0,190.0,0.0,3.0,3.0,2.0,False,-12.1219461,-77.01616539999999
santiago de surco,Comprar,departamento,320000.0,298.24338593974176,9.489178011893621,3.0,3.0,0.0,False,-12.1158391,-76.9818284
santiago de surco,Comprar,departamento,166000.0,64.0,0.0,2.0,2.0,1.0,False,-12.11532509666227,-76.980251
san borja,Comprar,departamento,950000.0,400.0,0.0,5.0,5.0,3.0,False,-12.0996275,-77.01057209999999
san borja,Comprar,departamento,315000.0,180.0,0.0,4.0,4.0,2.0,False,-12.091887256427327,-77.000209
san borja,Comprar,departamento,199000.0,96.0,0.0,3.0,3.0,1.0,False,-12.091200266444835,-76.98365
san borja,Comprar,departamento,235000.0,115.0,0.0,3.0,3.0,1.0,False,-12.090311287653215,-76.983502
san borja,Comprar,casa,1200000.0,595.0,0.0,5.0,5.0,3.0,False,-12.105623231697574,-76.980511
san borja,Comprar,casa,1350000.0,425.0,0.0,5.0,6.0,4.0,True,-12.105633721952652,-76.980586
san borja,Comprar,departamento,295000.0,148.0,0.0,3.0,3.0,1.0,False,-12.0886852,-76.9821929
santiago de surco,Comprar,departamento,780000.0,400.0,0.0,5.0,4.0,2.0,True,-12.1169983,-76.98509360000001
santiago de surco,Comprar,departamento,405600.0,156.0,0.0,4.0,3.0,2.0,False,-12.117120303986432,-76.985661
miraflores,Comprar,departamento,468272.0,172.0,0.0,4.0,3.0,2.0,False,-12.1204624,-77.0154238
san borja,Comprar,departamento,221000.0,121.0,0.0,4.0,3.0,2.0,False,-12.09734,-77.014704
miraflores,Comprar,departamento,400000.0,212.0,0.0,4.0,3.0,2.0,False,-12.1298795,-77.03326960000001
miraflores,Comprar,departamento,248000.0,97.0,0.0,2.0,2.0,1.0,False,-12.1164583,-77.0414583
miraflores,Comprar,departamento,221000.0,221.0,0.0,2.0,2.0,1.0,False,-12.1164583,-77.0414583
miraflores,Comprar,departamento,548500.0,241.0,0.0,3.0,3.0,1.0,False,-12.1164583,-77.0414583
miraflores,Comprar,departamento,173000.0,68.0,0.0,1.0,1.0,1.0,False,-12.1282915,-77.02604149999999
miraflores,Comprar,departamento,35869.0,59.0,0.0,1.0,1.0,1.0,False,-12.1282915,-77.02604149999999
miraflores,Comprar,departamento,179500.0,69.0,0.0,2.0,2.0,1.0,False,-12.1282915,-77.02604149999999
miraflores,Comprar,departamento,186000.0,80.0,0.0,2.0,2.0,1.0,False,-12.1282915,-77.02604149999999
miraflores,Comprar,departamento,176800.0,73.0,0.0,2.0,1.0,1.0,False,-12.1282915,-77.02604149999999
miraflores,Comprar,departamento,238000.0,96.0,0.0,2.0,2.0,1.0,False,-12.1282915,-77.02604149999999
santiago de surco,Comprar,departamento,432400.0,188.0,0.0,3.0,3.0,2.0,False,-12.115259,-76.984003
santiago de surco,Comprar,departamento,395600.0,172.0,0.0,3.0,3.0,2.0,False,-12.11529,-76.983982
santiago de surco,Comprar,departamento,407378.0,231.0,0.0,3.0,3.0,2.0,False,-12.1317867,-77.011775
santiago de surco,Comprar,departamento,241609.0,120.0,0.0,3.0,3.0,2.0,False,-12.1317867,-77.011775
santiago de surco,Comprar,departamento,240000.0,133.0,0.0,3.0,3.0,2.0,False,-12.1287913,-77.0139841
san borja,Comprar,departamento,360000.0,220.0,0.0,4.0,3.0,2.0,False,-12.0946162,-77.00595299999999
santiago de surco,Comprar,departamento,280000.0,121.0,0.0,3.0,3.0,2.0,False,-12.11874621858782,-76.986433
santiago de surco,Comprar,departamento,235000.0,120.0,0.0,3.0,3.0,1.0,False,-12.1214359,-76.99166749999999
miraflores,Comprar,departamento,249500.0,104.0,0.0,2.0,2.0,1.0,False,-12.125983829872812,-77.031143
miraflores,Comprar,departamento,247000.0,104.0,0.0,3.0,3.0,1.0,False,-12.1282915,-77.02604149999999
miraflores,Comprar,departamento,279870.0,116.0,0.0,3.0,3.0,1.0,False,-12.1282915,-77.02604149999999
miraflores,Comprar,departamento,182000.0,72.0,0.0,2.0,2.0,1.0,False,-12.1282915,-77.02604149999999
miraflores,Comprar,departamento,176200.0,70.0,0.0,2.0,2.0,1.0,False,-12.1282915,-77.02604149999999
santiago de surco,Comprar,casa,680000.0,525.0,10.0,4.0,4.0,2.0,False,-12.1269006,-76.9754076
santiago de surco,Comprar,departamento,326600.0,142.0,0.0,2.0,2.0,1.0,False,-12.115322,-76.983992
san borja,Comprar,departamento,327600.0,143.0,0.0,3.0,3.0,2.0,False,-12.1153851,-76.9842615
la victoria,Comprar,casa,345000.0,160.0,0.0,3.0,4.0,2.0,False,-12.088167535188962,-77.013529
san borja,Comprar,departamento,285000.0,150.0,0.0,3.0,3.0,2.0,False,-12.107635901574046,-76.982749
santiago de surco,Comprar,departamento,446440.0,249.0,0.0,3.0,3.0,2.0,False,-12.1153851,-76.9842615
san borja,Comprar,departamento,263000.0,91.0,0.0,3.0,3.0,2.0,False,-12.0933405,-76.9945203
santiago de surco,Alquilar,departamento,1100.0,155.0,6.0,3.0,3.0,2.0,True,-12.1013333,-76.9716555
santiago de surco,Comprar,departamento,520000.0,257.0,0.0,3.0,3.0,2.0,False,-12.115227,-76.983971
santiago de surco,Comprar,departamento,480000.0,230.0,0.0,3.0,3.0,2.0,False,-12.115248,-76.984003
santiago de surco,Comprar,departamento,320000.0,138.0,0.0,3.0,3.0,2.0,False,-12.115573,-76.984003
san isidro,Comprar,departamento,714000.0,238.0,0.0,4.0,3.0,2.0,False,-12.0997057,-77.0373552
san isidro,Comprar,departamento,738000.0,246.0,0.0,4.0,3.0,2.0,False,-12.0997057,-77.0373552
san isidro,Comprar,departamento,687000.0,229.0,0.0,4.0,3.0,2.0,False,-12.0997587,-77.0362967
san isidro,Comprar,departamento,603000.0,202.0,0.0,4.0,3.0,2.0,False,-12.0971803,-77.0363325
lince,Comprar,departamento,22607.0,43.0,0.0,1.0,1.0,0.0,False,-12.0854556,-77.0323253
surquillo,Alquilar,local comercial,1000.0,60.0,10.0,1.0,3.0,0.0,False,-12.1112981,-77.0245695
miraflores,Alquilar,oficina,1074.317,97.0,3.0,2.0,3.0,2.0,False,-12.1291357,-77.02384599999999
miraflores,Alquilar,oficina,1121.0,95.0,3.0,0.0,0.0,2.0,False,-12.1140013,-77.03684899999999
miraflores,Alquilar,oficina,1220.815,108.0,3.0,2.0,3.0,2.0,False,-12.1291847,-77.02368009999999
miraflores,Alquilar,departamento,561.0,120.0,30.0,2.0,3.0,0.0,False,-12.0911126,-77.03821789999999
miraflores,Alquilar,oficina,550.0,51.0,39.0,1.0,3.0,0.0,False,-12.1227875,-77.0285147
villa el salvador,Comprar,terreno-lote,100000.0,140.0,0.0,2.0,3.0,0.0,False,-12.2104671,-76.9449702
san isidro,Alquilar,casa,750.0,118.0,10.0,2.0,2.0,1.0,False,-12.0924816,-77.0353695
san isidro,Alquilar,departamento,476.118,45.0,0.0,1.0,1.0,0.0,False,-12.094928,-77.02357769999999
jesus maria,Alquilar,departamento,510.0,45.0,1.0,2.0,1.0,1.0,True,-12.0800487,-77.047922
miraflores,Alquilar,departamento,800.0,150.0,10.0,1.0,1.0,1.0,False,-12.125127,-77.0337893
miraflores,Comprar,departamento,135000.0,72.0,6.0,1.0,1.0,1.0,True,-12.1301501,-77.0228113
pueblo libre,Alquilar,departamento,427.0,80.0,36.0,2.0,2.0,0.0,False,-12.072082488114537,-77.070376
san martin de porres,Alquilar,casa,512.742,250.0,41.0,3.0,4.0,1.0,False,-12.0273531,-77.0530891
san isidro,Alquilar,oficina,1332.0,132.0,9.0,2.0,3.0,0.0,False,-12.1072103,-77.0371183
santa anita,Comprar,departamento,140000.0,140.0,20.0,7.0,7.0,0.0,False,-12.0482347,-76.9644007
miraflores,Alquilar,oficina,699.0,43.0,2.0,1.0,3.0,1.0,False,-12.1205407,-77.0327063
la molina,Alquilar,departamento,427.285,80.0,7.0,2.0,2.0,1.0,False,-12.0709117,-76.9419144
san borja,Comprar,departamento,145000.0,80.0,13.0,2.0,3.0,1.0,False,-12.0951536,-76.9920049
santiago de surco,Alquilar,departamento,317.412,75.0,10.0,1.0,2.0,0.0,False,-12.167427054892059,-76.994536
miraflores,Comprar,departamento,349000.0,242.0,5.0,2.0,3.0,2.0,False,-12.123360205889849,-77.0358
san borja,Comprar,departamento,175000.0,126.0,20.0,2.0,3.0,1.0,False,-12.09701731834505,-77.008868
miraflores,Comprar,departamento,185000.0,87.0,5.0,2.0,1.0,1.0,False,-12.125507,-77.02941249999999
miraflores,Alquilar,departamento,850.0,87.0,5.0,2.0,1.0,1.0,False,-12.125507,-77.02941249999999
magdalena,Comprar,departamento,339000.0,152.0,6.0,5.0,4.0,2.0,False,-12.097327,-77.0608999
magdalena,Comprar,departamento,175000.0,106.0,12.0,4.0,4.0,1.0,False,-12.0916496,-77.06122479999999
santiago de surco,Comprar,casa,480000.0,200.0,40.0,3.0,4.0,3.0,False,-12.124230524132885,-76.995817
miraflores,Alquilar,departamento,650.0,60.0,15.0,1.0,1.0,0.0,False,-12.121219,-77.0304235
miraflores,Comprar,departamento,190000.0,99.0,3.0,2.0,2.0,1.0,False,-12.1129025,-77.0163026
miraflores,Alquilar,departamento,980.0,109.0,8.0,2.0,3.0,1.0,False,-12.1269915,-77.0269599
san isidro,Alquilar,departamento,2200.0,267.0,8.0,3.0,3.0,2.0,False,-12.1075384,-77.0461859
lima,Comprar,departamento,84615.0,70.0,0.0,2.0,2.0,0.0,False,-12.1766096,-77.0055479
san borja,Alquilar,departamento,650.694,90.0,10.0,2.0,2.0,1.0,False,-12.0934852,-76.9982057
san borja,Comprar,departamento,90000.0,72.0,12.0,1.0,2.0,0.0,False,-12.1080034,-77.0040389
san borja,Comprar,casa,615656.951,300.0,35.0,4.0,3.0,2.0,False,-12.1008832,-77.0008124
miraflores,Alquilar,departamento,800.0,98.0,10.0,2.0,2.0,1.0,False,-12.1140517,-77.03805059999999
miraflores,Comprar,departamento,490000.0,271.0,7.0,2.0,4.0,4.0,False,-12.124052680251312,-77.010437
lima,Alquilar,oficina,35694.0,3690.0,35.0,0.0,0.0,0.0,False,-12.0493146,-77.0263354
san borja,Comprar,departamento,336000.0,298.24338593974176,9.489178011893621,3.0,3.0,0.0,False,-12.1055707804,-76.9812943005
santiago de surco,Comprar,casa,710000.0,525.0,100.0,4.0,4.0,2.0,False,-12.127893935596456,-76.972258
la molina,Comprar,casa,870000.0,633.0,12.0,3.0,4.0,3.0,True,-12.0914527,-76.9263778
pueblo libre,Alquilar,departamento,618.0,84.0,5.0,2.0,3.0,1.0,True,-12.0724072,-77.06582630000001
villa maria del triunfo,Comprar,casa,470000.0,510.0,4.0,7.0,7.0,1.0,False,-12.2084299,-76.9089547
san borja,Comprar,departamento,618000.0,323.0,0.0,5.0,4.0,3.0,False,-12.112767,-76.9859077
santiago de surco,Comprar,casa,570000.0,450.0,0.0,2.0,5.0,2.0,False,-12.1406366,-76.9981469
miraflores,Comprar,departamento,390000.0,139.0,0.0,4.0,3.0,3.0,True,-12.1219461,-77.01616539999999
miraflores,Comprar,departamento,182000.0,73.0,0.0,2.0,2.0,1.0,False,-12.1282915,-77.02604149999999
jesus maria,Comprar,departamento,182000.0,92.0,0.0,3.0,3.0,2.0,False,-12.0849176,-77.0516504
santiago de surco,Comprar,departamento,498000.0,300.0,0.0,5.0,4.0,2.0,False,-12.114781067537153,-76.981176
santiago de surco,Comprar,departamento,100000.0,65.0,10.0,2.0,2.0,1.0,False,-12.1323757,-77.0010266
miraflores,Comprar,departamento,390000.0,160.0,0.0,4.0,3.0,2.0,False,-12.118322498291244,-77.01124
santiago de surco,Comprar,departamento,240000.0,140.0,3.0,3.0,3.0,2.0,False,-12.129264347618037,-76.989618
santiago de surco,Comprar,departamento,200000.0,121.0,10.0,3.0,3.0,1.0,False,-12.13031240269519,-76.985913
santiago de surco,Comprar,departamento,265000.0,135.0,0.0,4.0,3.0,2.0,False,-12.115136272244058,-76.980861
santiago de surco,Comprar,departamento,315000.0,173.0,0.0,4.0,3.0,2.0,False,-12.112767,-76.9859077
santiago de surco,Comprar,departamento,409800.0,178.0,0.0,4.0,3.0,2.0,False,-12.115127233864726,-76.980844
santiago de surco,Comprar,departamento,422970.0,249.0,0.0,4.0,3.0,2.0,False,-12.114758636240875,-76.980164
santiago de surco,Comprar,departamento,278000.0,164.0,0.0,3.0,3.0,2.0,False,-12.1239074,-76.9903444
santiago de surco,Comprar,departamento,360000.0,184.0,0.0,3.0,3.0,2.0,False,-12.1214359,-76.99166749999999
santiago de surco,Comprar,departamento,320000.0,138.0,0.0,3.0,3.0,2.0,False,-12.117120303986432,-76.982603
santiago de surco,Comprar,departamento,165600.0,75.0,0.0,2.0,2.0,1.0,False,-12.112478899112936,-76.983392
san isidro,Comprar,departamento,696000.0,419.0,0.0,4.0,3.0,2.0,False,-12.100010471533897,-77.033421
san borja,Comprar,departamento,300000.0,148.0,0.0,3.0,3.0,2.0,False,-12.1055999060195,-76.98235
san borja,Comprar,departamento,228000.0,114.0,0.0,3.0,3.0,2.0,False,-12.099731841640825,-77.010745
santiago de surco,Comprar,departamento,552000.0,240.0,0.0,4.0,3.0,0.0,False,-12.115301,-76.984025
santiago de surco,Comprar,departamento,218500.0,95.0,0.0,3.0,3.0,1.0,False,-12.11528,-76.984014
santiago de surco,Comprar,departamento,287500.0,122.0,0.0,3.0,3.0,0.0,False,-12.115227,-76.984003
santiago de surco,Comprar,departamento,750000.0,414.0,22.0,4.0,4.0,1.0,False,-12.1133502,-76.979886
san borja,Comprar,departamento,259000.0,115.0,0.0,4.0,3.0,2.0,False,-12.09622067913463,-76.988975
la molina,Comprar,casa,1550000.0,1134.0,0.0,5.0,5.0,6.0,True,-12.079044743906193,-76.969496
santiago de surco,Comprar,departamento,320000.0,183.0,0.0,4.0,3.0,2.0,False,-12.126963536506546,-76.974292
santiago de surco,Comprar,departamento,512900.0,223.0,0.0,4.0,3.0,2.0,False,-12.116323077723786,-76.982925
santiago de surco,Comprar,departamento,224500.0,115.0,0.0,3.0,3.0,1.0,False,-12.1237859,-76.9803761
santiago de surco,Alquilar,departamento,700.0,94.0,0.0,2.0,3.0,1.0,False,-12.1165724,-76.99238749999999
santiago de surco,Comprar,casa,530000.0,298.24338593974176,9.489178011893621,4.0,4.0,0.0,False,-12.1293408493,-76.9899496439
santiago de surco,Comprar,departamento,391000.0,170.0,0.0,4.0,3.0,2.0,False,-12.1143566,-76.98404599999999
santiago de surco,Comprar,departamento,195500.0,85.0,0.0,2.0,2.0,1.0,False,-12.115269,-76.984003
santiago de surco,Comprar,departamento,159500.0,75.0,0.0,2.0,2.0,1.0,False,-12.115227,-76.984003
san borja,Comprar,departamento,228000.0,298.24338593974176,9.489178011893621,3.0,3.0,0.0,False,-12.09734,-77.014704
santiago de surco,Comprar,departamento,105754.0,215.0,0.0,3.0,3.0,2.0,False,-12.111917,-76.981676
santiago de surco,Comprar,departamento,216000.0,102.0,0.0,3.0,3.0,2.0,False,-12.1153851,-76.9842615
santiago de surco,Comprar,departamento,353000.0,298.24338593974176,9.489178011893621,3.0,3.0,0.0,False,-12.1158391,-76.9818284
san juan de miraflores,Comprar,departamento,62500.0,51.0,0.0,1.0,2.0,0.0,False,-12.1623542,-76.9767569
san juan de miraflores,Comprar,departamento,66500.0,56.0,0.0,1.0,2.0,0.0,False,-12.1623542,-76.9767569
miraflores,Alquilar,local comercial,650.0,57.0,0.0,0.0,3.0,0.0,False,-12.0916133,-77.0322955
surquillo,Alquilar,departamento,589.0,120.0,3.0,3.0,3.0,1.0,False,-12.119242057378187,-77.016163
miraflores,Alquilar,departamento,1000.0,120.0,0.0,0.0,0.0,0.0,True,-12.111062,-77.0315913
san borja,Alquilar,departamento,800.0,100.0,0.0,0.0,0.0,0.0,False,-12.0954443,-76.9947088
santiago de surco,Alquilar,departamento,800.0,100.0,0.0,0.0,0.0,0.0,False,-12.120357562677066,-76.985303
san borja,Alquilar,departamento,2500.0,300.0,0.0,5.0,4.0,2.0,False,-12.112767,-76.9859077
san borja,Alquilar,departamento,2300.0,200.0,0.0,3.0,3.0,2.0,False,-12.104742048801025,-76.982378
san borja,Alquilar,departamento,1400.0,300.0,0.0,5.0,4.0,2.0,True,-12.1008172,-77.0288513
santiago de surco,Comprar,departamento,236600.0,120.0,0.0,4.0,3.0,1.0,False,-12.1237859,-76.9803761
san juan de miraflores,Comprar,departamento,65000.0,56.0,0.0,1.0,2.0,0.0,False,-12.1623542,-76.9767569
santiago de surco,Alquilar,casa,8000.0,1750.0,20.0,4.0,4.0,8.0,False,-12.12009298797162,-76.96836838663103
san juan de miraflores,Comprar,departamento,64000.0,56.0,0.0,1.0,2.0,0.0,False,-12.1623542,-76.9767569
santiago de surco,Comprar,departamento,288400.0,169.0,0.0,3.0,3.0,2.0,False,-12.1336761,-76.9809836
pueblo libre,Comprar,departamento,240000.0,180.0,0.0,3.0,3.0,2.0,False,-12.0767117,-77.0639496
san isidro,Comprar,departamento,1000000.0,316.0,4.0,3.0,3.0,4.0,False,-12.103057058059587,-77.0475697517395
la molina,Comprar,terreno-lote,688155.0,1059.0,3.0,0.0,0.0,0.0,False,-12.0765719,-76.929028
san isidro,Comprar,departamento,3070000.0,800.0,23.0,5.0,4.0,3.0,False,-12.103539614001612,-77.03937292098999
san isidro,Comprar,departamento,1040000.0,408.0,3.0,2.0,3.0,2.0,False,-12.1092148708,-77.0406248382
san isidro,Comprar,departamento,980000.0,316.0,4.0,3.0,3.0,4.0,False,-12.103057058059587,-77.0475697517395
san borja,Comprar,casa,990000.0,450.0,6.0,4.0,4.0,4.0,False,-12.095336360563229,-76.984167
san borja,Comprar,casa,1200000.0,600.0,1.0,4.0,4.0,4.0,False,-12.0886852,-76.9821929
miraflores,Comprar,departamento,90431.0,150.0,0.0,4.0,4.0,2.0,False,-12.1289683,-77.0246342
san borja,Comprar,departamento,320000.0,140.0,4.0,3.0,3.0,2.0,False,-12.111743855761778,-76.985114
santiago de surco,Comprar,departamento,231000.0,134.0,4.0,3.0,3.0,2.0,False,-12.128140361847795,-76.968507
santiago de surco,Comprar,departamento,305000.0,155.0,0.0,3.0,3.0,2.0,True,-12.1002942,-76.9736672
santiago de surco,Comprar,departamento,334000.0,220.0,0.0,3.0,3.0,2.0,False,-12.117348645929509,-76.992666
santiago de surco,Comprar,departamento,307000.0,204.0,0.0,4.0,4.0,2.0,False,-12.1165724,-76.99238749999999
santiago de surco,Comprar,departamento,280000.0,150.0,0.0,3.0,3.0,2.0,False,-12.1165724,-76.99238749999999
santiago de surco,Comprar,departamento,313000.0,231.0,0.0,3.0,3.0,2.0,False,-12.124687999043871,-76.98558
santiago de surco,Comprar,departamento,228500.0,133.0,0.0,3.0,3.0,1.0,False,-12.1237859,-76.9803761
santiago de surco,Comprar,departamento,370000.0,184.0,0.0,4.0,3.0,2.0,False,-12.124085,-76.9862035
santiago de surco,Comprar,departamento,285000.0,150.0,0.0,3.0,3.0,2.0,False,-12.1153851,-76.9842615
miraflores,Comprar,departamento,380000.0,298.24338593974176,9.489178011893621,3.0,3.0,0.0,False,-12.121761628,-77.0125583448
santiago de surco,Comprar,casa,2800000.0,1500.0,15.0,3.0,4.0,8.0,False,-12.1721593,-76.980653
santiago de surco,Comprar,departamento,393000.0,261.0,0.0,3.0,3.0,2.0,False,-12.106578664125546,-76.966206
miraflores,Comprar,departamento,859194.0,360.0,0.0,4.0,4.0,2.0,False,-12.1219461,-77.01616539999999
santiago de surco,Comprar,departamento,475000.0,232.0,0.0,5.0,5.0,1.0,False,-12.1153851,-76.9842615
santiago de surco,Alquilar,departamento,196000.0,86.0,0.0,2.0,2.0,1.0,False,-12.1153851,-76.9842615
santiago de surco,Comprar,departamento,262000.0,118.0,0.0,3.0,3.0,1.0,False,-12.1153851,-76.9842615
santiago de surco,Comprar,departamento,234000.0,124.0,0.0,3.0,2.0,1.0,False,-12.1153851,-76.9842615
santiago de surco,Comprar,departamento,340000.0,179.0,0.0,4.0,3.0,1.0,False,-12.1143566,-76.98404599999999
santiago de surco,Comprar,departamento,434000.0,220.0,0.0,4.0,3.0,2.0,False,-12.1153851,-76.9842615
santiago de surco,Comprar,departamento,780000.0,298.24338593974176,9.489178011893621,5.0,4.0,0.0,False,-12.1172945596,-76.985077791
santiago de surco,Comprar,casa,493000.0,245.0,0.0,4.0,5.0,2.0,False,-12.128869,-77.001071
santiago de surco,Comprar,departamento,530000.0,269.0,0.0,4.0,3.0,2.0,False,-12.1153851,-76.9842615
miraflores,Comprar,terreno-lote,2100000.0,2000.0,50.0,0.0,0.0,0.0,False,-12.114444308947096,-77.04704837273516
san borja,Comprar,departamento,460000.0,243.0,0.0,3.0,3.0,2.0,False,-12.115300690428194,-76.983842
san borja,Comprar,departamento,690000.0,330.0,0.0,5.0,4.0,2.0,False,-12.1153851,-76.9842615
san borja,Comprar,departamento,242000.0,90.0,0.0,3.0,3.0,2.0,False,-12.0933405,-76.9945203
miraflores,Comprar,local comercial,415000.0,127.0,2.0,2.0,2.0,2.0,False,-12.1215439,-77.02757129999999
santiago de surco,Comprar,departamento,236000.0,120.0,0.0,4.0,3.0,1.0,False,-12.1237859,-76.9803761
santiago de surco,Comprar,departamento,224600.0,115.0,0.0,4.0,3.0,1.0,False,-12.1237859,-76.9803761
miraflores,Comprar,terreno-lote,1758000.0,586.0,66.0,3.0,3.0,2.0,False,-12.1223924,-77.0209781
santiago de surco,Comprar,casa,540000.0,298.24338593974176,9.489178011893621,4.0,4.0,0.0,False,-12.1278136476,-76.9809979783
jesus maria,Comprar,departamento,168580.0,84.0,0.0,3.0,3.0,1.0,False,-12.0890763,-77.0544828
santiago de surco,Comprar,departamento,261800.0,119.0,0.0,3.0,3.0,2.0,False,-12.112782379357483,-76.989547
