,location.district,operation_type.name,property_type,build_area,longitud,latitud,years_old,bathrooms,bedrooms,garages,has_swimming_pool,usd_price
3464,la molina,Comprar,casa,125.0,-76.9380833,-12.1029906,20.0,4.0,4.0,0.0,False,395000.0
3465,barranco,Comprar,departamento,174.0,-77.0262911,-12.139646,13.0,4.0,3.0,2.0,False,220000.0
3466,miraflores,Alquilar,departamento,377.0,-77.00948509999998,-12.1231551,5.0,3.0,3.0,2.0,False,655000.0
3467,miraflores,Comprar,departamento,86.0,-77.03805059999998,-12.1140517,9.0,2.0,2.0,2.0,False,220000.0
3468,jesus maria,Comprar,departamento,100.0,-77.0370745,-12.0738881,6.0,2.0,2.0,0.0,True,950.0
3469,san borja,Comprar,departamento,86.0,-76.9856379,-12.1085461,4.0,2.0,2.0,1.0,False,229139.0
3470,pueblo libre,Alquilar,casa,260.0,-77.0692782,-12.0685136,0.0,3.0,3.0,1.0,False,600000.0
3471,chorrillos,Comprar,departamento,64.0,-76.9955442,-12.1771741,10.0,2.0,3.0,0.0,False,2500.0
3472,miraflores,Alquilar,departamento,110.0,-77.02860600000001,-12.131220445442828,10.0,2.0,1.0,1.0,False,800.0
3473,la molina,Comprar,casa,418.0,-76.95441629999998,-12.072183500000001,0.0,4.0,4.0,0.0,False,680000.0
3474,miraflores,Alquilar,casa,376.0,-77.030647,-12.110338186145126,20.0,3.0,4.0,1.0,False,620000.0
3475,san miguel,Alquilar,departamento,72.0,-77.09261640000001,-12.0625353,5.0,2.0,2.0,0.0,False,750.0
3476,lima,Alquilar,departamento,140.0,-77.03571149999998,-12.078094199999999,8.0,1.0,1.0,0.0,True,800.0
3477,ate,Comprar,departamento,45.0,-76.97655970000001,-12.0771903,12.0,2.0,2.0,0.0,False,600.0
3478,miraflores,Comprar,departamento,45.0,-77.00542829999998,-12.130727499999999,13.0,2.0,3.0,2.0,False,627.0
3479,miraflores,Comprar,casa,473.0,-77.00348489999998,-12.1280019,30.0,2.0,4.0,3.0,False,775000.0
3480,san borja,Alquilar,departamento,400.0,-76.9938215,-12.0930731,11.0,2.0,3.0,1.0,False,640000.0
3481,miraflores,Alquilar,departamento,156.0,-77.022269,-12.128302185102365,8.0,3.0,3.0,1.0,True,900.0
3482,lurin,Comprar,departamento,126.0,-76.8524139,-12.294672300000002,0.0,1.0,2.0,0.0,False,850.0
3483,lurin,Comprar,departamento,126.0,-76.8524139,-12.294672300000002,0.0,2.0,2.0,0.0,False,978.0
3484,san isidro,Comprar,departamento,76.0,-77.0368447,-12.093097199999999,15.0,3.0,3.0,1.0,False,125000.0
3485,magdalena,Comprar,departamento,941.0,-77.0699303,-12.0943185,0.0,2.0,2.0,1.0,False,1250000.0
3486,la victoria,Alquilar,departamento,98.0,-77.0313618,-12.065656500000001,21.0,1.0,2.0,0.0,False,145000.0
3487,miraflores,Comprar,departamento,60.0,-77.035823,-12.120201947410235,0.0,3.0,2.0,1.0,False,90000.0
3488,miraflores,Comprar,departamento,80.0,-77.035829,-12.120232347943444,11.0,3.0,2.0,1.0,False,142000.0
3489,san isidro,Comprar,departamento,80.0,-77.04166,-12.099861453247444,23.0,3.0,4.0,2.0,False,78000.0
3490,miraflores,Comprar,departamento,64.0,-77.00847399999999,-12.125050794938184,3.0,4.0,3.0,2.0,True,119000.0
3491,san miguel,Alquilar,departamento,200.0,-77.10298019999998,-12.078754199999999,0.0,1.0,1.0,0.0,False,1800.0
3492,la molina,Comprar,casa,107.0,-76.93256600000001,-12.075136205294108,11.0,5.0,4.0,2.0,False,250000.0
3493,lurigancho,Alquilar,departamento,84.0,-76.9319402,-12.0116394,0.0,2.0,2.0,0.0,False,209000.0
3494,chorrillos,Alquilar,departamento,92.0,-77.0021371,-12.1732274,0.0,2.0,3.0,1.0,False,259000.0
3495,chorrillos,Alquilar,departamento,84.0,-77.008946,-12.202188877806051,0.0,1.0,1.0,0.0,False,90000.0
3496,miraflores,Alquilar,departamento,102.0,-77.00963899999998,-12.1267365,0.0,1.0,1.0,0.0,False,200000.0
3497,la molina,Comprar,departamento,86.0,-76.9401795,-12.115101600000001,0.0,2.0,3.0,1.0,False,565.0
3498,santiago de surco,Comprar,departamento,68.0,-76.98424299999998,-12.132633300000002,0.0,1.0,2.0,1.0,False,135000.0
3499,magdalena,Alquilar,departamento,76.0,-77.02939079999999,-12.0686067,0.0,2.0,3.0,1.0,False,107431.711
3500,miraflores,Alquilar,departamento,725.0,-77.00963899999998,-12.1267365,0.0,1.0,1.0,1.0,False,6500.0
3501,lince,Comprar,departamento,73.0,-77.0436957,-12.083076,11.0,1.0,2.0,0.0,False,98700.0
3502,ate,Comprar,departamento,160.0,-76.97958249999998,-12.080459199999998,0.0,3.0,3.0,0.0,False,340000.0
3503,la victoria,Alquilar,departamento,160.0,-77.025352,-12.084127867225387,1.0,2.0,2.0,1.0,False,252000.0
3504,san miguel,Comprar,departamento,144.0,-77.091756,-12.08734024156897,8.0,2.0,3.0,0.0,True,900.0
3505,santiago de surco,Comprar,casa,150.0,-76.97370500000001,-12.090636619875994,36.0,4.0,3.0,5.0,True,1400.0
3506,santiago de surco,Comprar,casa,99.0,-76.9738228,-12.0908884,35.0,4.0,3.0,5.0,True,135000.0
3507,miraflores,Alquilar,departamento,170.0,-77.017797,-12.125830649831627,50.0,1.0,2.0,0.0,False,170000.0
3508,breña,Alquilar,departamento,75.0,-77.049205,-12.06244959467452,29.0,1.0,1.0,0.0,False,169000.0
3509,san miguel,Alquilar,departamento,217.0,-77.1088961,-12.0798886,2.0,1.0,1.0,1.0,True,424000.0
3510,san miguel,Alquilar,departamento,90.0,-77.1088961,-12.0798886,0.0,1.0,1.0,1.0,True,750.0
3511,miraflores,Alquilar,departamento,210.0,-77.0294048,-12.115762199999999,3.0,3.0,2.0,1.0,False,1800.0
3512,santiago de surco,Comprar,departamento,143.0,-76.9769304,-12.133192800000002,26.0,2.0,3.0,1.0,False,240000.0
3513,barranco,Alquilar,departamento,130.0,-77.02289590000001,-12.1534504,3.0,2.0,2.0,1.0,False,350000.0
3514,miraflores,Comprar,departamento,111.0,-76.9453834,-12.1747134,0.0,2.0,2.0,1.0,False,180000.0
3515,miraflores,Comprar,departamento,67.0,-77.0260662,-12.124432800000001,11.0,3.0,2.0,1.0,False,110000.0
3516,surquillo,Comprar,departamento,70.0,-77.0224626,-12.107727,20.0,2.0,3.0,0.0,False,600.0
3517,san isidro,Comprar,departamento,70.0,-77.056618,-12.102139989688435,9.0,2.0,3.0,3.0,False,501.0
3518,punta negra,Comprar,casa,61.0,-76.804052,-12.3571901,35.0,2.0,4.0,0.0,False,115000.0
3519,san isidro,Comprar,departamento,48.0,-77.0522902,-12.099089300000001,20.0,3.0,3.0,1.0,False,98000.0
3520,breña,Comprar,departamento,69.0,-77.047381,-12.066937300000001,1.0,2.0,3.0,0.0,False,820.0
3521,san borja,Comprar,departamento,75.0,-77.00229240000002,-12.102019300000002,14.0,3.0,3.0,2.0,False,416.0
3522,miraflores,Alquilar,departamento,44.0,-77.0307705,-12.1074345,6.0,3.0,2.0,1.0,False,693.0
3523,miraflores,Comprar,departamento,173.0,-77.04441,-12.11217995731,25.0,2.0,2.0,1.0,False,1700.0
3524,la molina,Comprar,casa,121.0,-76.93078340000001,-12.0756745,10.0,6.0,6.0,6.0,True,250000.0
3525,la molina,Alquilar,casa,200.0,-76.93078340000001,-12.0756745,12.0,6.0,6.0,6.0,True,320000.0
3526,santiago de surco,Alquilar,departamento,60.0,-76.9702944,-12.106677699999999,10.0,3.0,3.0,1.0,False,305.204
3527,santiago de surco,Alquilar,departamento,20.0,-76.9731465,-12.1144843,15.0,2.0,2.0,1.0,False,38000.0
3528,san borja,Comprar,departamento,170.0,-76.9825175,-12.0965927,8.0,2.0,3.0,1.0,False,883.0
3529,santiago de surco,Comprar,departamento,224.0,-77.00138840000001,-12.1313399,3.0,4.0,4.0,2.0,False,2700.0
3530,santiago de surco,Alquilar,departamento,116.0,-76.9796405,-12.1117493,13.0,2.0,3.0,2.0,False,1100.0
3531,san borja,Comprar,departamento,50.0,-76.98471719999998,-12.093672999999999,8.0,2.0,2.0,2.0,False,463.0
3532,san borja,Alquilar,departamento,115.0,-76.9939306,-12.095422300000001,6.0,3.0,3.0,1.0,False,777.0
3533,barranco,Comprar,departamento,125.0,-77.01504,-12.145099093327744,8.0,3.0,4.0,0.0,False,750.313
3534,lurin,Alquilar,casa,50.0,-76.8569613,-12.2934927,0.0,3.0,4.0,2.0,False,123000.0
3535,santiago de surco,Comprar,departamento,43.0,-76.992738,-12.159608329044255,10.0,2.0,3.0,0.0,False,111000.0
3536,san juan de miraflores,Comprar,departamento,180.0,-76.97692550000001,-12.168911999999999,2.0,1.0,3.0,0.0,False,549.367
3537,la victoria,Comprar,departamento,200.0,-77.019637,-12.083086999999999,0.0,1.0,2.0,0.0,False,215000.0
3538,san miguel,Comprar,departamento,181.0,-77.0909879,-12.083489300000002,3.0,2.0,3.0,1.0,False,410000.0
3539,santiago de surco,Alquilar,departamento,42.0,-76.9769152,-12.119541400000001,18.0,1.0,2.0,0.0,False,606.0
3540,la molina,Alquilar,departamento,50.0,-76.9398247,-12.1046844,10.0,1.0,2.0,0.0,False,57000.0
3541,barranco,Comprar,casa,120.0,-77.0237205,-12.155730499999999,20.0,5.0,5.0,1.0,False,480.0
3542,miraflores,Comprar,casa,20.0,-77.01206579999999,-12.1168998,31.0,4.0,5.0,2.0,False,316.0
3543,la molina,Comprar,departamento,120.0,-77.02378569999998,-12.100079699999998,0.0,2.0,3.0,0.0,False,275000.0
3544,ate,Comprar,departamento,80.0,-76.92901309999999,-12.036608,0.0,2.0,3.0,0.0,False,135000.0
3545,miraflores,Alquilar,departamento,65.0,-77.03165279999999,-12.1310142,0.0,2.0,3.0,1.0,False,43959.0
3546,santiago de surco,Alquilar,departamento,73.0,-76.9547912,-12.109173,10.0,3.0,3.0,1.0,False,130000.0
3547,carabayllo,Alquilar,casa,240.0,-77.0271695,-11.8899559,47.0,4.0,3.0,1.0,False,200000.0
3548,ate,Comprar,departamento,200.0,-76.97499690000001,-12.0706983,0.0,2.0,2.0,0.0,False,1339.0
3549,santiago de surco,Alquilar,departamento,89.0,-76.98234649999999,-12.140588099999999,1.0,1.0,1.0,0.0,False,148000.0
3550,ate,Comprar,departamento,94.0,-76.927894,-12.0303614,22.0,2.0,2.0,0.0,False,215000.0
3551,chaclacayo,Comprar,casa,45.0,-76.74498679999998,-11.9783762,25.0,2.0,6.0,2.0,True,75000.0
3552,santiago de surco,Alquilar,departamento,141.0,-76.9859077,-12.112767,8.0,3.0,3.0,2.0,False,1100.0
3553,ate,Comprar,departamento,112.0,-76.9783746,-12.071437300000001,3.0,2.0,3.0,0.0,False,255000.0
3554,lurigancho,Alquilar,departamento,107.0,-76.8090148,-11.9780116,4.0,2.0,2.0,0.0,False,780.0
3555,ate,Comprar,departamento,89.0,-76.9783746,-12.071437300000001,0.0,2.0,3.0,0.0,False,303.0
3556,villa maria del triunfo,Comprar,casa,94.0,-76.94774220000001,-12.138239,21.0,2.0,3.0,1.0,False,379.0
3557,miraflores,Comprar,departamento,92.0,-77.02604149999998,-12.1282915,3.0,3.0,4.0,0.0,False,366.0
3558,la molina,Alquilar,departamento,90.0,-76.9617458,-12.0664461,2.0,4.0,2.0,1.0,False,493.0
3559,miraflores,Comprar,departamento,83.0,-77.03549,-12.122267586592505,15.0,3.0,3.0,1.0,False,95000.0
3560,santiago de surco,Comprar,departamento,700.0,-76.97896999999999,-12.114010621540256,11.0,3.0,3.0,3.0,False,950000.0
3561,la molina,Alquilar,departamento,136.0,-76.95267539999998,-12.0723914,6.0,4.0,3.0,2.0,False,90000.0
3562,la victoria,Alquilar,departamento,83.0,-77.01758319999998,-12.086283300000002,0.0,2.0,2.0,1.0,False,85000.0
3563,miraflores,Alquilar,departamento,320.0,-77.03879309999999,-12.1190091,30.0,1.0,1.0,1.0,False,450000.0
3564,san isidro,Comprar,departamento,200.0,-77.04063409999998,-12.1073551,25.0,3.0,3.0,3.0,False,769.113
3565,santiago de surco,Alquilar,departamento,200.0,-76.9860814,-12.142550300000002,0.0,2.0,2.0,0.0,False,626.0
3566,chorrillos,Comprar,casa,200.0,-77.01112118311158,-12.211418674580289,6.0,3.0,3.0,4.0,False,1013.0
3567,la molina,Comprar,casa,106.0,-76.9690942,-12.0759306,8.0,7.0,5.0,3.0,True,260000.0
3568,san isidro,Alquilar,departamento,78.0,-77.030899,-12.093746000000001,35.0,1.0,1.0,0.0,False,556.0
3569,miraflores,Comprar,casa,60.0,-77.01142490000001,-12.126594099999998,40.0,3.0,3.0,4.0,False,455.0
3570,barranco,Alquilar,departamento,145.0,-77.02542,-12.138352872794744,8.0,2.0,1.0,1.0,False,1128.0
3571,los olivos,Comprar,casa,75.0,-77.0751248,-11.938127,34.0,9.0,3.0,1.0,False,459.0
3572,lurigancho,Comprar,casa,100.0,-76.7166421,-11.9485945,0.0,3.0,4.0,1.0,False,531.0
3573,san miguel,Comprar,departamento,110.0,-77.09515040000001,-12.0824386,0.0,2.0,2.0,1.0,False,558.0
3574,la molina,Comprar,departamento,40.0,-76.928234,-12.082019599999999,1.0,2.0,3.0,1.0,False,430.0
3575,san isidro,Alquilar,departamento,93.0,-77.03229549999999,-12.0916133,1.0,1.0,1.0,0.0,False,125000.0
3576,miraflores,Comprar,departamento,135.0,-77.03798739999998,-12.1176007,2.0,3.0,2.0,1.0,False,150000.0
3577,chorrillos,Comprar,departamento,40.0,-77.0095324,-12.1794295,0.0,2.0,3.0,0.0,False,80000.0
3578,surquillo,Comprar,departamento,60.0,-77.0138855,-12.116099400000001,5.0,2.0,2.0,1.0,False,800.0
3579,san isidro,Alquilar,departamento,68.0,-77.03804000000001,-12.097478,10.0,3.0,3.0,3.0,False,125000.0
3580,miraflores,Alquilar,departamento,90.0,-77.03159129999999,-12.111061999999999,10.0,2.0,1.0,1.0,False,180000.0
3581,miraflores,Alquilar,casa,236.0,-77.040065,-12.118222,10.0,5.0,5.0,2.0,False,365000.0
3582,miraflores,Comprar,casa,60.0,-77.040065,-12.118222,10.0,5.0,5.0,2.0,False,800.0
3583,miraflores,Alquilar,departamento,55.0,-77.0191921,-12.1221885,3.0,2.0,3.0,2.0,False,98000.0
3584,san isidro,Alquilar,departamento,60.0,-77.03629670000001,-12.0997587,0.0,3.0,3.0,3.0,False,800.0
3585,miraflores,Alquilar,departamento,429.0,-77.03159129999999,-12.111061999999999,0.0,2.0,3.0,0.0,False,485000.0
3586,san isidro,Alquilar,departamento,85.0,-77.03629670000001,-12.0997587,5.0,3.0,3.0,3.0,False,175000.0
3587,san isidro,Alquilar,departamento,108.0,-77.0340218,-12.0970637,6.0,4.0,4.0,3.0,False,235000.0
3588,san isidro,Alquilar,departamento,105.0,-77.0337496,-12.101228,6.0,4.0,4.0,3.0,False,800.0
3589,san isidro,Alquilar,departamento,362.0,-77.03629670000001,-12.0997587,0.0,2.0,3.0,2.0,False,485000.0
3590,san isidro,Alquilar,departamento,60.0,-77.03629670000001,-12.0997587,12.0,2.0,3.0,2.0,False,500.0
3591,san isidro,Alquilar,departamento,85.0,-77.0567367,-12.0971675,10.0,2.0,2.0,1.0,False,175000.0
3592,santiago de surco,Comprar,casa,105.0,-76.9720473,-12.1227584,16.0,3.0,5.0,6.0,False,800.0
3593,santiago de surco,Alquilar,departamento,55.0,-76.9918155,-12.1416088,15.0,3.0,3.0,4.0,False,104000.0
3594,san isidro,Alquilar,casa,45.0,-77.0139166,-12.092865,25.0,5.0,6.0,6.0,False,500.0
3595,santiago de surco,Alquilar,departamento,60.0,-76.9723356,-12.098352,3.0,2.0,3.0,2.0,False,600.0
3596,san isidro,Alquilar,departamento,55.0,-77.0570271413,-12.096980467,11.0,2.0,2.0,1.0,False,104000.0
3597,magdalena,Alquilar,departamento,85.0,-77.0563619534,-12.097400090499999,11.0,2.0,2.0,1.0,False,175000.0
3598,magdalena,Alquilar,departamento,59.0,-77.05685981159999,-12.0969138046,14.0,2.0,2.0,1.0,False,72000.0
3599,san isidro,Alquilar,departamento,623.0,-77.0567367,-12.0971675,14.0,2.0,2.0,1.0,False,1264.0
3600,san isidro,Alquilar,departamento,70.0,-77.04655179999999,-12.09517,10.0,2.0,2.0,3.0,False,303.0
3601,surquillo,Alquilar,departamento,170.0,-77.0159072688,-12.1175895751,0.0,2.0,2.0,1.0,False,460000.0
3602,san borja,Alquilar,departamento,55.0,-76.9836603,-12.1072131,5.0,3.0,3.0,4.0,False,1000.0
3603,chorrillos,Alquilar,departamento,147.0,-77.031311891,-12.167711446300002,10.0,1.0,1.0,1.0,False,190000.0
3604,miraflores,Alquilar,departamento,112.0,-77.0379147751,-12.124562689600001,10.0,3.0,3.0,2.0,False,90000.0
3605,barranco,Alquilar,departamento,40.0,-77.0219036,-12.1436699,2.0,1.0,1.0,0.0,False,151.0
3606,barranco,Alquilar,departamento,60.0,-77.0219036,-12.1436699,2.0,2.0,2.0,0.0,False,531.0
3607,barranco,Alquilar,departamento,38.0,-77.0221186,-12.1411508,0.0,1.0,1.0,0.0,False,328.0
3608,san isidro,Alquilar,departamento,66.0,-77.0543119,-12.1044929,4.0,2.0,3.0,3.0,False,100000.0
3609,san isidro,Alquilar,departamento,100.0,-77.0441619,-12.1094416,4.0,2.0,3.0,2.0,False,82000.0
3610,santiago de surco,Comprar,casa,67.0,-76.9918155,-12.1416088,24.0,3.0,5.0,2.0,False,68000.0
3611,san isidro,Alquilar,departamento,60.0,-77.03872309999998,-12.091536999999999,0.0,1.0,1.0,1.0,False,572.0
3612,miraflores,Alquilar,departamento,50.0,-77.03536785029999,-12.127153238800002,3.0,3.0,3.0,3.0,False,572.0
3613,santiago de surco,Alquilar,casa,38.0,-76.9736933,-12.1216147,22.0,4.0,4.0,6.0,False,400.0
3614,santiago de surco,Comprar,casa,1487.0,-76.9736933,-12.1216147,22.0,4.0,4.0,6.0,False,500000.0
3615,lurin,Comprar,casa,45.0,-76.88404770000001,-12.260809199999999,4.0,6.0,5.0,4.0,False,1800.0
3616,santiago de surco,Comprar,casa,45.0,-76.9648496,-12.1151571,25.0,3.0,3.0,7.0,False,498.0
3617,chaclacayo,Comprar,casa,60.0,-76.7318137,-11.960276499999999,0.0,8.0,8.0,0.0,False,600.0
3618,miraflores,Comprar,casa,45.0,-77.01017270000001,-12.126890300000001,20.0,3.0,3.0,2.0,False,500.0
3619,san isidro,Alquilar,departamento,2909.0,-77.04371094788519,-12.099528626075829,5.0,3.0,4.0,2.0,False,2327200.0
3620,santiago de surco,Alquilar,casa,55.0,-76.9705132,-12.114608,20.0,3.0,3.0,5.0,False,90000.0
3621,santiago de surco,Comprar,casa,60.0,-76.9705132,-12.114608,20.0,3.0,3.0,5.0,False,500.0
3622,santiago de surco,Alquilar,departamento,55.0,-76.96460115974115,-12.112545431100012,5.0,5.0,4.0,2.0,False,90000.0
3623,santiago de surco,Alquilar,casa,50.0,-76.9694097,-12.108107400000002,5.0,3.0,4.0,0.0,False,600.0
3624,san isidro,Comprar,casa,60.0,-77.0419941,-12.0938207,5.0,3.0,3.0,1.0,False,600.0
3625,santiago de surco,Comprar,casa,38.0,-76.965811,-12.1172463,20.0,5.0,4.0,4.0,False,400.0
3626,santiago de surco,Comprar,casa,60.0,-76.97087020000001,-12.0938671,39.0,3.0,3.0,0.0,False,500.0
3627,san isidro,Comprar,departamento,45.0,-77.02807209999999,-12.0963327,22.0,3.0,4.0,2.0,False,500.0
3628,miraflores,Alquilar,departamento,212.0,-77.03729152679443,-12.124440792616422,10.0,5.0,4.0,2.0,False,2200.0
3629,miraflores,Comprar,departamento,60.0,-77.04109835092599,-12.116285028366999,0.0,3.0,2.0,0.0,False,600.0
3630,santiago de surco,Comprar,casa,55.0,-76.96338109999999,-12.0830969,31.0,4.0,4.0,2.0,False,104000.0
3631,miraflores,Comprar,casa,85.0,-77.0213491,-12.1270136,20.0,3.0,3.0,2.0,False,175000.0
3632,santiago de surco,Comprar,departamento,59.0,-76.972543610852,-12.124429971961998,7.0,3.0,3.0,2.0,False,78000.0
3633,san isidro,Comprar,departamento,234.0,-77.0529834,-12.1051809,1.0,5.0,4.0,4.0,False,465000.0
3634,san isidro,Comprar,departamento,108.0,-77.0500904318705,-12.106325213127045,22.0,3.0,4.0,2.0,False,235000.0
3635,santiago de surco,Comprar,departamento,2909.0,-76.98054033992479,-12.114818661506806,2.0,3.0,3.0,2.0,False,2269020.0
3636,san isidro,Comprar,departamento,200.0,-77.0393337,-12.098425,3.0,4.0,3.0,0.0,False,1300.0
3637,santiago de surco,Comprar,departamento,134.0,-76.98055106876086,-12.114781364345498,2.0,3.0,3.0,2.0,False,1200.0
3638,santiago de surco,Comprar,casa,87.0,-76.97083711624146,-12.118288620685586,23.0,5.0,4.0,0.0,False,119000.0
3639,barranco,Comprar,departamento,31.0,-77.02477097511293,-12.144071198490893,5.0,3.0,3.0,3.0,False,300.0
3640,san isidro,Comprar,departamento,1650.0,-77.0359407,-12.1021421,2.0,2.0,2.0,2.0,False,3500000.0
3641,san isidro,Comprar,departamento,90.0,-77.0409084,-12.0953094,10.0,4.0,4.0,3.0,False,850.0
3642,san isidro,Comprar,casa,130.0,-77.0117657,-12.1055278,40.0,2.0,4.0,2.0,False,1050.0
3643,santiago de surco,Comprar,casa,143.0,-76.96836838663103,-12.120092987971619,20.0,4.0,4.0,8.0,False,400000.0
3644,miraflores,Comprar,departamento,100.0,-77.05077800000001,-12.111953100000001,2.0,4.0,3.0,2.0,False,260000.0
3645,san isidro,Comprar,departamento,62.0,-77.0540364055572,-12.095040746104829,0.0,3.0,3.0,0.0,False,185000.0
3646,barranco,Comprar,departamento,150.0,-77.0236078048,-12.134998254000001,0.0,1.0,1.0,0.0,False,1400.0
3647,barranco,Comprar,departamento,85.0,-77.02371509310001,-12.135061188599998,0.0,2.0,2.0,0.0,False,382.0
3648,surquillo,Comprar,departamento,150.0,-77.0137953758,-12.103906775499999,0.0,2.0,2.0,0.0,False,1300.0
3649,barranco,Comprar,departamento,118.0,-77.023328855,-12.1350821668,0.0,1.0,1.0,0.0,False,1250.0
3650,surquillo,Comprar,departamento,140.0,-77.0130872726,-12.103906775499999,0.0,1.0,1.0,0.0,False,90000.0
3651,surquillo,Comprar,departamento,157.0,-77.01376318930001,-12.1038438336,0.0,2.0,3.0,0.0,False,115000.0
3652,surquillo,Comprar,departamento,700.0,-77.0138597488,-12.1036759883,0.0,1.0,1.0,0.0,False,1950000.0
3653,barranco,Comprar,departamento,216.0,-77.0233717704,-12.135113634000001,0.0,2.0,2.0,0.0,False,1406040.0
3654,lince,Comprar,departamento,750.0,-77.04323838260001,-12.0888023262,0.0,2.0,2.0,0.0,False,1782000.0
3655,surquillo,Comprar,departamento,340.0,-77.0137524605,-12.1038018723,0.0,2.0,3.0,0.0,False,915000.0
3656,san isidro,Comprar,departamento,359.0,-77.0393337,-12.098425,3.0,4.0,3.0,0.0,False,1019370.0
3657,lince,Comprar,departamento,332.0,-77.0429808905,-12.088718398800001,0.0,2.0,3.0,0.0,False,945900.0
3658,barranco,Comprar,departamento,47.0,-77.02178390263975,-12.135984227578385,0.0,2.0,2.0,0.0,False,120000.0
3659,barranco,Comprar,departamento,280.0,-77.02358634710001,-12.1350402104,0.0,1.0,1.0,0.0,False,615000.0
3660,san isidro,Comprar,departamento,53.0,-77.02807209999999,-12.0963327,0.0,2.0,3.0,2.0,False,64000.0
3661,surquillo,Comprar,departamento,50.0,-77.0138597488,-12.1037389303,0.0,1.0,1.0,0.0,False,600.0
3662,surquillo,Comprar,departamento,124.0,-77.0137524605,-12.103759911,0.0,2.0,3.0,0.0,False,221586.0
3663,barranco,Comprar,departamento,926.0,-77.0236721778,-12.134998254000001,0.0,2.0,2.0,0.0,False,2494990.0
3664,miraflores,Comprar,departamento,150.0,-77.03277041189999,-12.1319338061,0.0,2.0,3.0,0.0,False,220000.0
3665,lince,Comprar,departamento,125.0,-77.0431525519,-12.0886344715,1.0,2.0,2.0,0.0,False,2310.0
3666,lince,Comprar,departamento,75.0,-77.0431525519,-12.088886253499998,0.0,2.0,2.0,0.0,False,113628.0
3667,miraflores,Comprar,departamento,75.0,-77.0324270892,-12.1321855473,0.0,2.0,3.0,0.0,False,113628.0
3668,miraflores,Comprar,departamento,96.0,-77.0324485468,-12.132122612,0.0,2.0,3.0,0.0,False,160000.0
