,location.district,operation_type.name,property_type,build_area,longitud,latitud,years_old,bathrooms,bedrooms,garages,has_swimming_pool,usd_price
18304,la molina,Comprar,departamento,55.0,-76.95518433173828,-12.089233700657525,1.0,2.0,2.0,1.0,False,599.0
18305,santiago de surco,Comprar,departamento,55.0,-76.96632271904906,-12.106444005008704,8.0,3.0,4.0,1.0,False,600.0
18306,barranco,Comprar,departamento,127.0,-77.02422194779052,-12.139643900211242,3.0,1.0,1.0,1.0,False,345000.0
18307,santiago de surco,Comprar,departamento,288.0,-76.96954908227845,-12.115476245824315,10.0,4.0,3.0,2.0,False,890000.0
18308,santiago de surco,Comprar,departamento,234.0,-76.96954908227845,-12.115476245824315,10.0,4.0,3.0,2.0,False,550000.0
18309,miraflores,Comprar,departamento,147.0,-77.03954475454714,-12.111052932333546,1.0,5.0,3.0,1.0,False,260000.0
18310,surquillo,Comprar,departamento,217.0,-77.00042020000002,-12.1219854,4.0,1.0,2.0,0.0,False,630000.0
18311,surquillo,Comprar,departamento,405.0,-77.01543520000001,-12.1182819,10.0,2.0,2.0,1.0,False,1590000.0
18312,la victoria,Comprar,departamento,98.0,-77.0176802,-12.08102,9.893229,2.0,4.0,0.0,False,139000.0
18313,surquillo,Comprar,departamento,113.0,-77.0210611,-12.102974099999999,2.0,2.0,2.0,1.0,False,223000.0
18314,surquillo,Comprar,departamento,250.0,-77.02103399999999,-12.102986999999999,2.0,2.0,2.0,1.0,False,500000.0
18315,san martin de porres,Comprar,departamento,400.0,-77.09244840000001,-11.952001199999998,6.0,2.0,3.0,1.0,False,1280000.0
18316,chorrillos,Comprar,casa,374.0,-77.0074502,-12.1848841,8.0,4.0,5.0,1.0,True,950000.0
18317,chorrillos,Comprar,departamento,262.0,-77.0178765,-12.2111685,6.0,2.0,2.0,0.0,False,650000.0
18318,san isidro,Comprar,departamento,106.0,-77.05341942543943,-12.098998709973525,3.0,3.0,3.0,1.0,False,214000.0
18319,miraflores,Comprar,departamento,500.0,-77.02573122648927,-12.111057245673337,0.0,3.0,3.0,1.0,False,460000.0
18320,miraflores,Comprar,departamento,125.0,-77.0320612397644,-12.118547030474868,0.0,4.0,3.0,1.0,False,325000.0
18321,santiago de surco,Alquilar,departamento,125.0,-76.99181550000003,-12.1416088,2.0,3.0,3.0,2.0,False,220000.0
18322,miraflores,Comprar,departamento,142.0,-76.9757272,-12.146932699999999,0.0,2.0,2.0,1.0,False,283000.0
18323,miraflores,Comprar,departamento,104.0,-76.9757272,-12.146932699999999,0.0,2.0,2.0,1.0,False,134289.638
18324,miraflores,Alquilar,departamento,108.0,-77.0369266,-12.122258800000001,3.0,2.0,3.0,1.0,False,159217.0
18325,miraflores,Alquilar,departamento,106.0,-77.0357963,-12.115886199999998,4.0,1.0,1.0,1.0,False,134289.638
18326,miraflores,Alquilar,departamento,46.0,-77.03675659999998,-12.1190038,4.0,1.0,2.0,1.0,False,108629.574
18327,miraflores,Comprar,departamento,87.0,-77.01142490000001,-12.126594099999998,0.0,3.0,3.0,3.0,False,151381.047
18328,miraflores,Comprar,departamento,81.0,-77.01142490000001,-12.126594099999998,1.0,2.0,3.0,3.0,False,236550.0
18329,santiago de surco,Alquilar,casa,221.0,-76.97016995753326,-12.092554250184465,24.0,3.0,3.0,0.0,False,400000.0
18330,santiago de surco,Comprar,departamento,220.0,-76.98181850000002,-12.137576199999998,0.0,3.0,3.0,2.0,False,1600.0
18331,miraflores,Alquilar,departamento,180.0,-77.033495,-12.1148634,4.0,1.0,1.0,1.0,False,1000.0
18332,miraflores,Alquilar,departamento,180.0,-77.030571,-12.1159496,4.0,1.0,2.0,1.0,False,864.0
18333,miraflores,Comprar,departamento,48.0,-77.01608760898438,-12.131212643480946,20.0,1.0,2.0,1.0,False,750.0
18334,miraflores,Alquilar,departamento,363.0,-77.04031925684829,-12.111059039931495,4.0,3.0,3.0,2.0,False,1000000.0
18335,san isidro,Comprar,casa,184.0,-77.0583551,-12.1027867,45.0,4.0,4.0,2.0,False,210550.0
18336,miraflores,Alquilar,departamento,125.0,-77.0357867,-12.1179536,4.0,1.0,1.0,1.0,False,2750.0
18337,santiago de surco,Comprar,departamento,125.0,-76.9876872,-12.121018699999999,10.0,4.0,3.0,3.0,False,2750.0
18338,san isidro,Comprar,departamento,26.0,-77.02893209999998,-12.0950894,35.0,2.0,3.0,1.0,False,170.914
18339,la molina,Comprar,casa,60.0,-76.9656475,-12.1113288,20.0,4.0,3.0,6.0,True,800.0
18340,la molina,Comprar,departamento,240.0,-76.95026290000001,-12.0911401,1.0,2.0,3.0,2.0,False,2200.0
18341,la molina,Comprar,departamento,240.0,-76.95026290000001,-12.0911401,1.0,1.0,3.0,2.0,False,2200.0
18342,la molina,Comprar,casa,158.0,-76.9088443,-12.0874226,1.0,4.0,4.0,3.0,True,213000.0
18343,la molina,Comprar,casa,316.0,-76.92279189999998,-12.0910518,10.0,4.0,3.0,2.0,False,500000.0
18344,la molina,Comprar,casa,154.0,-76.9206145,-12.084994900000002,6.0,3.0,3.0,4.0,True,290000.0
18345,la molina,Comprar,casa,310.0,-76.93527209999998,-12.0827659,5.0,4.0,4.0,2.0,False,1350000.0
18346,santiago de surco,Comprar,departamento,50.0,-76.98831379999999,-12.163473199999999,8.0,3.0,3.0,2.0,False,424.0
18347,la molina,Comprar,casa,81.0,-77.06482159999999,-12.004119099999999,22.0,4.0,4.0,2.0,True,278.0
18348,la molina,Comprar,casa,81.0,-76.9136304,-12.0742935,7.0,4.0,3.0,2.0,False,85000.0
18349,la molina,Comprar,casa,90.0,-76.92464090000001,-12.0839632,6.0,3.0,3.0,3.0,True,129500.0
18350,santiago de surco,Comprar,casa,180.0,-76.984243,-12.132633300000002,41.0,4.0,3.0,2.0,False,3412.0
18351,la molina,Comprar,casa,93.0,-76.935884,-12.086790399999998,13.0,4.0,4.0,4.0,True,756.0
18352,la molina,Comprar,casa,772.0,-76.92464090000001,-12.0839632,2.0,3.0,4.0,2.0,False,750000.0
18353,santiago de surco,Comprar,departamento,530.0,-76.9670433,-12.0887461,9.0,3.0,3.0,3.0,False,540000.0
18354,santiago de surco,Comprar,departamento,287.0,-76.97132549999998,-12.086488800000001,10.0,4.0,4.0,2.0,False,550000.0
18355,santiago de surco,Alquilar,departamento,75.0,-76.9862035,-12.124085000000001,14.0,2.0,3.0,2.0,True,451.702
18356,magdalena,Comprar,departamento,210.0,-77.05851690000001,-12.089633099999999,1.0,2.0,3.0,0.0,True,1800.0
18357,magdalena,Comprar,departamento,133.0,-77.05851690000001,-12.089633099999999,1.0,2.0,1.0,0.0,True,198500.0
18358,magdalena,Comprar,departamento,116.0,-77.05851690000001,-12.089633099999999,1.0,2.0,3.0,0.0,True,183000.0
18359,pueblo libre,Comprar,departamento,420.0,-77.0636356,-12.0698727,0.0,3.0,3.0,0.0,False,720000.0
18360,santiago de surco,Comprar,departamento,213.0,-76.98182840000001,-12.1158391,2.0,3.0,3.0,2.0,False,330000.0
18361,santiago de surco,Comprar,departamento,70.0,-76.98182840000001,-12.1158391,2.0,3.0,3.0,2.0,False,102000.0
18362,miraflores,Comprar,departamento,141.0,-77.02900670000001,-12.1063466,0.0,2.0,3.0,1.0,False,315000.0
18363,miraflores,Comprar,departamento,140.0,-77.0260549,-12.122227800000001,0.0,1.0,1.0,1.0,False,320000.0
18364,la molina,Comprar,departamento,187.0,-77.02807209999999,-12.0963327,7.0,2.0,3.0,2.0,False,485000.0
18365,pueblo libre,Comprar,departamento,282.0,-77.0636356,-12.0698727,1.0,2.0,2.0,0.0,False,669000.0
18366,miraflores,Alquilar,departamento,280.0,-77.04491170000001,-12.115350900000001,1.0,2.0,2.0,0.0,True,778000.0
18367,santiago de surco,Alquilar,departamento,256.0,-76.9738043,-12.094253199999999,20.0,3.0,3.0,2.0,False,813675.0
18368,barranco,Alquilar,departamento,200.0,-77.0219036,-12.1436699,2.0,2.0,2.0,0.0,False,800635.0
18369,pueblo libre,Comprar,departamento,251.0,-77.0636356,-12.0698727,0.0,2.0,2.0,0.0,False,475000.0
18370,pueblo libre,Comprar,departamento,250.0,-77.0636356,-12.0698727,0.0,2.0,2.0,0.0,False,750000.0
18371,chorrillos,Comprar,departamento,130.0,-77.02332609999999,-12.160195199999999,0.0,2.0,2.0,0.0,False,330000.0
18372,miraflores,Comprar,departamento,272.0,-77.0455343,-12.1121584,0.0,2.0,1.0,0.0,False,1200000.0
18373,pueblo libre,Comprar,departamento,234.0,-77.0636356,-12.0698727,0.0,3.0,3.0,0.0,False,560000.0
18374,miraflores,Comprar,departamento,370.0,-77.0260549,-12.122227800000001,0.0,2.0,2.0,1.0,False,498000.0
18375,chorrillos,Comprar,departamento,205.0,-77.02332609999999,-12.160195199999999,0.0,2.0,3.0,0.0,False,570000.0
18376,miraflores,Comprar,departamento,172.0,-77.0455343,-12.1121584,0.0,2.0,2.0,0.0,False,483000.0
18377,miraflores,Comprar,departamento,133.0,-77.0455343,-12.1121584,0.0,3.0,3.0,0.0,False,260000.0
18378,miraflores,Comprar,departamento,280.0,-77.0455343,-12.1121584,0.0,3.0,3.0,0.0,False,590000.0
18379,miraflores,Comprar,departamento,296.0,-77.0455343,-12.1121584,0.0,3.0,3.0,0.0,False,598000.0
18380,miraflores,Comprar,departamento,223.0,-77.0455343,-12.1121584,0.0,2.0,3.0,0.0,False,540000.0
18381,san isidro,Alquilar,departamento,71.0,-77.02807209999999,-12.0963327,40.0,2.0,3.0,1.0,False,120310.0
18382,san isidro,Comprar,departamento,130.0,-77.041297,-12.109041,4.0,2.0,3.0,1.0,False,209000.0
18383,san isidro,Alquilar,departamento,210.0,-77.0539,-12.101683,4.0,3.0,3.0,3.0,False,408100.0
18384,miraflores,Comprar,departamento,96.0,-77.02807209999999,-12.0963327,1.0,2.0,2.0,0.0,False,230234.0
18385,miraflores,Comprar,departamento,112.0,-77.02807209999999,-12.0963327,1.0,2.0,2.0,0.0,False,290000.0
18386,jesus maria,Comprar,departamento,97.0,-77.0497789,-12.0837102,13.0,2.0,2.0,1.0,False,154000.0
18387,san isidro,Comprar,departamento,122.0,-77.041297,-12.109041,4.0,2.0,3.0,2.0,False,250000.0
18388,miraflores,Comprar,departamento,115.0,-77.02807209999999,-12.0963327,1.0,3.0,2.0,0.0,False,370000.0
18389,miraflores,Comprar,departamento,133.0,-77.02807209999999,-12.0963327,1.0,2.0,3.0,0.0,False,235000.0
18390,santiago de surco,Comprar,departamento,65.0,-76.9862035,-12.124085000000001,13.0,2.0,3.0,2.0,False,132154.0
18391,san isidro,Alquilar,departamento,83.0,-77.02807209999999,-12.0963327,4.0,3.0,4.0,3.0,False,139172.898
18392,santiago de surco,Comprar,departamento,123.0,-76.9733127,-12.092594300000002,19.0,3.0,3.0,2.0,False,190447.123
18393,san isidro,Alquilar,departamento,62.0,-77.04004029999999,-12.1046659,17.0,2.0,3.0,2.0,False,108670.105
18394,la molina,Alquilar,casa,199.0,-76.9423968,-12.1074996,5.0,3.0,4.0,2.0,True,527350.0
18395,miraflores,Alquilar,departamento,522.0,-77.0365585,-12.1264557,6.0,1.0,1.0,1.0,False,1295000.0
18396,san isidro,Comprar,departamento,388.0,-77.05090240000001,-12.104992800000002,4.0,4.0,4.0,4.0,False,2650000.0
18397,san isidro,Alquilar,departamento,86.0,-77.04366499999998,-12.095688599999999,15.0,3.0,3.0,2.0,True,157609.0
18398,miraflores,Alquilar,departamento,86.0,-77.04180759999998,-12.1086945,2.0,3.0,3.0,2.0,False,137782.878
18399,miraflores,Alquilar,departamento,69.0,-77.0325007,-12.108545699999999,4.0,2.0,2.0,2.0,False,114756.6
18400,barranco,Alquilar,departamento,47.0,-77.07908510000001,-12.063781800000001,8.0,3.0,4.0,2.0,False,70807.264
18401,la molina,Alquilar,casa,74.0,-76.93367690000001,-12.0928734,12.0,4.0,4.0,4.0,True,141282.954
18402,miraflores,Comprar,departamento,496.0,-77.02530240000002,-12.133719900000001,2.0,3.0,3.0,4.0,False,1100000.0
18403,san isidro,Alquilar,departamento,330.0,-77.0337496,-12.101228,15.0,3.0,4.0,2.0,False,2500.0
18404,miraflores,Alquilar,departamento,273.0,-77.03850855330352,-12.115444860790848,13.0,1.0,2.0,1.0,False,2000.0
18405,barranco,Alquilar,departamento,120.0,-77.0228121,-12.150438900000001,1.0,3.0,3.0,2.0,False,245000.0
18406,miraflores,Alquilar,departamento,90.0,-77.02807209999999,-12.0963327,10.0,2.0,2.0,2.0,False,160000.0
18407,san isidro,Alquilar,departamento,120.0,-77.02807209999999,-12.0963327,10.0,2.0,2.0,2.0,False,288000.0
18408,santiago de surco,Alquilar,departamento,196.0,-76.9670433,-12.0887461,4.0,4.0,4.0,3.0,False,395000.0
18409,miraflores,Alquilar,departamento,133.0,-77.0337893,-12.125127,10.0,2.0,2.0,1.0,False,512000.0
18410,san isidro,Comprar,casa,185.0,-77.02807209999999,-12.0963327,9.0,3.0,5.0,4.0,False,510000.0
18411,miraflores,Alquilar,departamento,240.0,-77.03893000000001,-12.114102,8.0,2.0,3.0,2.0,False,530000.0
18412,san isidro,Alquilar,departamento,226.0,-77.04450809999999,-12.1074008,1.0,3.0,3.0,3.0,False,800000.0
18413,miraflores,Alquilar,departamento,248.0,-77.02833374130502,-12.130947744539304,19.0,1.0,1.0,0.0,False,610000.0
18414,jesus maria,Alquilar,departamento,122.0,-77.0504222,-12.0820814,10.0,2.0,2.0,1.0,False,282000.0
18415,miraflores,Alquilar,departamento,600.0,-77.0342677,-12.118822999999999,5.0,3.0,0.0,0.0,True,1100000.0
18416,ate,Alquilar,departamento,230.0,-76.8981273,-12.017322,8.0,2.0,3.0,1.0,False,358000.0
18417,surquillo,Comprar,departamento,224.0,-76.99657049999998,-12.1139596,5.0,2.0,3.0,2.0,False,640000.0
18418,santiago de surco,Alquilar,departamento,112.0,-76.9866315,-12.133604,37.0,2.0,3.0,1.0,False,316200.0
18419,santiago de surco,Comprar,departamento,107.0,-76.98003253809817,-12.128803907560842,9.0,3.0,4.0,0.0,False,165000.0
18420,san borja,Alquilar,departamento,123.0,-76.99416630000002,-12.0883544,25.0,1.0,1.0,0.0,False,358000.0
18421,jesus maria,Alquilar,departamento,168.0,-77.05197489999998,-12.0749332,8.0,2.0,2.0,0.0,False,235000.0
18422,miraflores,Alquilar,casa,145.0,-77.0102393,-12.122090400000001,0.0,1.0,1.0,1.0,False,350000.0
18423,miraflores,Alquilar,departamento,284.0,-77.0314724,-12.1255625,9.0,3.0,2.0,1.0,False,569000.0
18424,chorrillos,Alquilar,departamento,77.0,-77.01880399076005,-12.171239989725207,4.0,2.0,2.0,0.0,False,750000.0
18425,santiago de surco,Alquilar,departamento,115.0,-76.99430219999998,-12.160115300000001,3.0,2.0,4.0,1.0,False,850.0
18426,santa maria del mar,Alquilar,departamento,167.0,-76.7748403989583,-12.400706744473881,2.0,4.0,4.0,2.0,True,240000.0
18427,santiago de surco,Alquilar,departamento,143.0,-76.97756,-12.1280036,0.0,3.0,3.0,1.0,False,225000.0
18428,santiago de surco,Comprar,departamento,350.0,-76.99374738280332,-12.13687294151592,0.0,3.0,3.0,2.0,False,2400.0
18429,santiago de surco,Comprar,departamento,157.0,-76.9937795693115,-12.136977831760735,0.0,3.0,3.0,2.0,False,285000.0
18430,miraflores,Alquilar,departamento,85.0,-77.03283223491822,-12.116003712802216,10.0,2.0,2.0,0.0,False,148000.0
18431,santiago de surco,Comprar,departamento,47.0,-76.9726646,-12.126844199999999,0.0,4.0,4.0,2.0,False,69831.0
18432,miraflores,Comprar,departamento,270.0,-77.0465154,-12.1137075,0.0,3.0,3.0,1.0,False,499000.0
18433,miraflores,Comprar,departamento,270.0,-77.0335637116394,-12.120311403213234,0.0,2.0,2.0,1.0,False,499000.0
18434,barranco,Comprar,departamento,320.0,-77.0240613,-12.158664300000002,0.0,2.0,3.0,0.0,False,560000.0
18435,santiago de surco,Comprar,departamento,200.0,-76.97266460000002,-12.1267497986046,1.0,4.0,4.0,2.0,False,943.0
18436,santiago de surco,Comprar,departamento,120.0,-76.9726646,-12.126844199999999,0.0,3.0,3.0,2.0,False,110000.0
18437,santiago de surco,Comprar,departamento,186.0,-76.9726646,-12.126844199999999,0.0,3.0,3.0,2.0,False,98000.0
18438,santiago de surco,Comprar,departamento,487.0,-76.9726646,-12.126844199999999,0.0,4.0,3.0,1.0,False,840000.0
18439,santiago de surco,Comprar,departamento,140.0,-76.9726646,-12.126844199999999,0.0,4.0,3.0,2.0,False,750.0
18440,miraflores,Comprar,departamento,140.0,-77.04589312750855,-12.114386010089175,0.0,1.0,1.0,0.0,False,750.0
18441,pueblo libre,Comprar,departamento,107.0,-77.05703295456162,-12.070457455391605,0.0,2.0,3.0,0.0,False,240000.0
18442,pueblo libre,Comprar,departamento,111.0,-77.0647728566223,-12.069557953500631,0.0,3.0,2.0,1.0,False,255000.0
18443,surquillo,Comprar,departamento,50.0,-77.01622974628275,-12.117386427574921,0.0,2.0,2.0,3.0,False,366.244
18444,ate,Comprar,casa,290.0,-76.9806867,-12.0815975,1.0,2.0,3.0,2.0,False,440000.0
18445,miraflores,Alquilar,departamento,235.0,-77.0332696,-12.1298795,11.0,2.0,3.0,1.0,False,555000.0
18446,miraflores,Alquilar,departamento,198.0,-77.03165279999999,-12.1310142,10.0,2.0,3.0,1.0,False,490000.0
18447,san borja,Alquilar,departamento,198.0,-76.98108034789237,-12.095180192916505,3.0,2.0,3.0,2.0,False,4550.0
18448,barranco,Comprar,departamento,58.0,-77.02606245581968,-12.138634392373056,20.0,2.0,2.0,2.0,False,341.828
18449,miraflores,Comprar,departamento,50.0,-77.042354569856,-12.118899361716402,6.0,2.0,2.0,2.0,False,244.163
18450,san isidro,Alquilar,departamento,88.0,-77.04488,-12.096836999999999,16.0,2.0,3.0,2.0,False,463.91
18451,san isidro,Alquilar,departamento,60.0,-77.04488,-12.096836999999999,16.0,2.0,3.0,2.0,False,537.159
18452,miraflores,Alquilar,departamento,300.0,-77.02893900000001,-12.128123,6.0,2.0,2.0,1.0,False,1300.0
18453,san isidro,Comprar,casa,140.0,-77.04978867208297,-12.092630913956256,22.0,2.0,4.0,2.0,False,730.047
18454,san isidro,Comprar,departamento,254.0,-77.04945337787649,-12.104236521084195,3.0,4.0,4.0,4.0,False,400000.0
18455,miraflores,Alquilar,casa,110.0,-77.01363,-12.121668,18.0,4.0,5.0,5.0,False,561.575
18456,miraflores,Alquilar,casa,68.0,-77.01363,-12.121668,18.0,4.0,5.0,5.0,False,282.0
18457,la molina,Comprar,casa,100.0,-76.93161678202034,-12.084724175581265,1.0,5.0,4.0,3.0,False,800.0
18458,miraflores,Alquilar,departamento,80.0,-77.03475386005925,-12.119980386418153,6.0,2.0,2.0,2.0,False,900.0
18459,santiago de surco,Alquilar,casa,134.0,-76.96724279277427,-12.105173181164492,20.0,3.0,4.0,3.0,False,299000.0
18460,santiago de surco,Comprar,departamento,136.0,-77.00983643531801,-12.133592738041644,9.0,2.0,3.0,1.0,False,429.0
18461,santiago de surco,Comprar,departamento,42.0,-76.97161,-12.118341000000001,8.0,2.0,3.0,2.0,False,225.0
18462,miraflores,Comprar,departamento,436.0,-76.97225845224773,-12.099534647927245,1.0,1.0,3.0,2.0,True,5000.0
18463,miraflores,Comprar,departamento,200.0,-76.97225845224773,-12.099534647927245,1.0,1.0,3.0,2.0,True,1953.304
18464,santiago de surco,Comprar,departamento,1108.0,-76.99165672903321,-12.118090343749733,1.0,4.0,3.0,2.0,False,1250000.0
18465,miraflores,Comprar,departamento,323.0,-77.01306580708379,-12.1188422636742,7.0,3.0,3.0,2.0,True,1300000.0
18466,santiago de surco,Comprar,departamento,90.0,-76.96379899978638,-12.08544316999848,5.0,4.0,3.0,4.0,False,488.326
18467,miraflores,Comprar,departamento,365.0,-77.01557099819182,-12.12133063306408,2.0,3.0,4.0,3.0,False,230000.0
18468,santiago de surco,Comprar,departamento,49.0,-76.98762523254089,-12.112823173660667,2.0,3.0,3.0,2.0,False,650.0
18469,santiago de surco,Comprar,departamento,220.0,-76.96206092834474,-12.085778883294852,6.0,3.0,3.0,2.0,False,3500.0
18470,santiago de surco,Comprar,departamento,70.0,-76.9822288351063,-12.113057711547713,8.0,2.0,3.0,2.0,False,850.0
18471,santiago de surco,Comprar,departamento,147.0,-76.96987800000001,-12.127185,14.0,2.0,3.0,3.0,False,1400.0
18472,san borja,Alquilar,departamento,343.0,-76.98072927540352,-12.09858183132451,1.0,3.0,3.0,2.0,True,1100000.0
18473,san isidro,Alquilar,departamento,151.0,-77.0380868914799,-12.108028041720848,4.0,3.0,3.0,2.0,False,320000.0
18474,miraflores,Alquilar,departamento,180.0,-77.04003676772119,-12.122934887260465,20.0,1.0,1.0,1.0,False,410000.0
18475,san isidro,Alquilar,departamento,495.0,-77.01076391983642,-12.092229277016285,2.0,2.0,2.0,2.0,False,7000.0
18476,miraflores,Comprar,departamento,195.0,-77.01557099819182,-12.12133063306408,2.0,3.0,3.0,3.0,True,763418.0
18477,san borja,Alquilar,departamento,51.0,-76.98473799473815,-12.105392820667605,7.0,2.0,3.0,2.0,False,650.0
18478,santiago de surco,Comprar,departamento,231.0,-76.98763501060478,-12.11298868915743,2.0,4.0,4.0,2.0,False,3800.0
18479,miraflores,Comprar,departamento,8387.0,-77.01175241718141,-12.119483127398913,6.0,2.0,3.0,0.0,False,96458.0
18480,santiago de surco,Comprar,casa,5240.0,-76.94880040000001,-12.0934922,36.0,4.0,3.0,2.0,False,60263.0
18481,santiago de surco,Comprar,departamento,1357.0,-76.9818072,-12.11582,0.0,4.0,4.0,2.0,False,15609.0
18482,santiago de surco,Comprar,departamento,2525.0,-76.983364522476,-12.111571122974,22.0,2.0,3.0,2.0,False,29045.0
18483,miraflores,Comprar,departamento,568.0,-77.011860364735,-12.11924830099,2.0,2.0,3.0,2.0,False,6535.0
18484,miraflores,Comprar,departamento,426.0,-76.972258452248,-12.099534647927001,1.0,1.0,3.0,2.0,True,940000.0
18485,santiago de surco,Comprar,departamento,185.0,-76.97984929136156,-12.11753483836385,24.0,2.0,3.0,2.0,False,3515.0
18486,santiago de surco,Alquilar,departamento,227.0,-76.98333028650814,-12.11726147381422,6.0,2.0,2.0,1.0,False,598000.0
18487,san miguel,Comprar,departamento,52.0,-77.0777471,-12.0919145,0.0,2.0,3.0,0.0,False,114100.0
18488,miraflores,Comprar,departamento,52.0,-77.03420425783958,-12.129825813207061,0.0,2.0,2.0,1.0,False,116800.0
18489,miraflores,Comprar,departamento,245.0,-77.01658779322354,-12.123016017152338,0.0,2.0,2.0,0.0,False,723900.0
18490,pueblo libre,Comprar,departamento,168.0,-77.07180600000001,-12.0814923,1.0,1.0,1.0,0.0,False,469200.0
18491,san miguel,Comprar,departamento,48.0,-77.10359570000003,-12.0826106,3.0,2.0,3.0,1.0,True,121900.0
18492,surquillo,Comprar,departamento,452.0,-77.01025859999999,-12.115713099999999,0.0,2.0,2.0,0.0,True,7009.0
18493,santiago de surco,Comprar,departamento,2304.0,-76.97589310000002,-12.110747,5.0,4.0,3.0,2.0,False,26501.0
18494,san miguel,Comprar,departamento,725.0,-77.084972,-12.0893532,0.0,1.0,2.0,0.0,False,7256.0
18495,miraflores,Comprar,departamento,171.0,-77.02699000000001,-12.119019999999999,0.0,2.0,2.0,1.0,False,482207.0
18496,miraflores,Comprar,departamento,268.0,-77.04312197738487,-12.121168830992767,0.0,1.0,1.0,0.0,False,872100.0
18497,san miguel,Comprar,departamento,340.0,-77.08006619999998,-12.075193800000001,0.0,2.0,2.0,0.0,False,680000.0
18498,santiago de surco,Comprar,departamento,124.0,-76.99348800000001,-12.117776699999999,5.0,4.0,3.0,2.0,False,310425.0
18499,miraflores,Comprar,departamento,233.0,-77.04064790000002,-12.1212004,0.0,4.0,3.0,2.0,False,2650.0
18500,miraflores,Alquilar,departamento,10.0,-77.04903979999999,-12.106224099999999,11.0,2.0,2.0,1.0,False,75000.0
18501,lima,Comprar,casa,47.0,-77.06595899999998,-12.0503303,40.0,2.0,4.0,2.0,False,700.0
18502,san miguel,Comprar,departamento,214.0,-77.0996306,-12.0667031,0.0,2.0,1.0,0.0,False,750000.0
18503,santiago de surco,Alquilar,departamento,127.0,-76.9720214,-12.087480099999999,20.0,1.0,3.0,1.0,False,2200.0
18504,san isidro,Alquilar,departamento,83.0,-77.05379839999998,-12.0999899,2.0,2.0,4.0,2.0,False,202000.0
18505,santa maria del mar,Comprar,departamento,53.0,-76.76427460000002,-12.394817699999999,7.0,1.0,3.0,1.0,False,143200.0
18506,la molina,Comprar,casa,195.0,-76.904049,-12.088842199999998,10.0,2.0,4.0,6.0,True,663000.0
18507,la molina,Alquilar,departamento,74.0,-76.9664138,-12.081588499999999,4.0,1.0,4.0,3.0,True,140361.0
18508,la molina,Comprar,casa,67.0,-76.92279189999998,-12.0910518,21.0,4.0,6.0,4.0,True,149500.0
18509,san isidro,Comprar,departamento,311.0,-77.04015229999999,-12.10632,4.0,3.0,3.0,2.0,False,1089000.0
18510,la molina,Comprar,casa,311.0,-76.9110056,-12.0756385,4.0,2.0,3.0,2.0,False,1207000.0
18511,la molina,Comprar,departamento,152.0,-76.9664138,-12.081588499999999,4.0,1.0,4.0,3.0,True,479965.0
18512,la molina,Comprar,departamento,84.0,-76.9664138,-12.081588499999999,4.0,1.0,4.0,3.0,True,219627.0
18513,santiago de surco,Comprar,departamento,101.0,-76.9664138,-12.081588499999999,4.0,1.0,4.0,3.0,True,251189.0
18514,la molina,Comprar,departamento,110.0,-76.9664138,-12.081588499999999,4.0,1.0,4.0,3.0,True,1450.0
18515,chorrillos,Comprar,casa,215.0,-77.00776359999999,-12.1876499,4.0,2.0,4.0,2.0,False,570000.0
18516,san isidro,Comprar,departamento,48.0,-77.04015229999999,-12.10632,4.0,3.0,3.0,2.0,False,750.0
18517,san isidro,Comprar,departamento,180.0,-77.04015229999999,-12.10632,4.0,2.0,3.0,2.0,False,1600.0
18518,miraflores,Alquilar,departamento,40.0,-77.0355388,-12.1249985,3.0,1.0,1.0,1.0,False,950.0
18519,cieneguilla,Alquilar,casa,49.0,-77.06482159999999,-12.004119099999999,20.0,3.0,4.0,0.0,False,750.0
18520,la molina,Alquilar,casa,47.0,-76.9547465,-12.0733821,10.0,2.0,3.0,2.0,False,750.0
18521,miraflores,Comprar,departamento,99.0,-77.0389969,-12.1097435,7.0,2.0,3.0,2.0,False,900.0
18522,san isidro,Comprar,departamento,84.0,-77.016212,-12.1017382,0.0,2.0,3.0,2.0,False,232740.0
18523,santiago de surco,Alquilar,departamento,250.0,-76.96633380000002,-12.1039808,0.0,2.0,3.0,1.0,False,1600.0
18524,santiago de surco,Comprar,departamento,60.0,-76.98534709999998,-12.122357899999999,29.0,1.0,2.0,0.0,False,900.0
18525,santiago de surco,Comprar,departamento,95.0,-76.9862035,-12.124085000000001,8.0,5.0,4.0,2.0,False,890.0
18526,san isidro,Alquilar,departamento,127.0,-77.02581459999999,-12.0934341,12.0,2.0,3.0,2.0,True,343334.0
18527,santiago de surco,Alquilar,departamento,277.0,-77.0084512617065,-12.184891996372599,6.0,3.0,3.0,2.0,False,1680000.0
18528,san isidro,Comprar,departamento,201.0,-77.04576949999999,-12.100690199999999,1.0,4.0,4.0,2.0,False,450000.0
18529,miraflores,Comprar,departamento,140.0,-77.02963929999999,-12.1206102,1.0,2.0,2.0,0.0,False,1400.0
18530,san isidro,Comprar,departamento,243.0,-77.054036405557,-12.095040746105001,0.0,3.0,3.0,0.0,False,739800.0
18531,san isidro,Comprar,departamento,180.0,-77.054036405557,-12.095040746105001,0.0,3.0,3.0,0.0,False,561000.0
18532,san miguel,Comprar,departamento,180.0,-77.095571705557,-12.062345969491,0.0,2.0,2.0,0.0,False,577000.0
